Sentence_ID,Sentence,Arg_Type,Argument_IDs,Argument_Relations
2697,The killing must stop.,claim,[2548],{}
2698,"The solution to the
conflict has been identified; it includes the good-faith
implementation of the Minsk protocol of 5 September
and the Minsk memorandum of 19 September, signed by
all parties to the conflict, with the decisive verification
support of the OSCE.",premise,"[2549, 2550]","{(2549, 2550): 'support'}"
2699,"Ukraine has demonstrated in deed its determination
to pursue the path of peace.",premise,[2551],{}
2700,"We call on the separatists
and Russia to do the same so as to halt the spiral
of conflict.",claim,[2552],{}
2701,"We call on the Russian Federation to
shoulder its responsibilities in the full and complete
implementation of the Minsk agreements by preventing
all military movement of weapons or combatants from
its territory into Ukraine and by exercising its influence
on the separatists to fulfil the obligations to which they
have subscribed under the Minsk agreements.",claim,[2553],{}
2702,"Mr. Oh Joon (Republic of Korea): I would like
to thank Mr. Toyberg-Frandzen, Ambassador Apakan
and Ambassador Tagliavini for their briefings on the
situation in eastern Ukraine.",non-arg,[],{}
2703,"We are acutely alarmed by the observations
reported by the OSCE Special Monitoring Mission,
detailing the influx of military equipment, weapons
and armed personnel into the region of Ukraine held
by armed rebel groups.",premise,[2554],{}
2704,"It represents a clear violation
of the Minsk agreements, a serious encroachment on
the sovereignty and territorial integrity of Ukraine,
and a challenge to the future of the country.",claim,[2555],{}
2705,"The Minsk
protocol and memorandum of September offered the
basis for hope towards a peaceful and viable resolution
of the crisis.",non-arg,[],{}
2706,"They provided the parties concerned with
a measure of political space to build upon.",non-arg,[],{}
2707,"However,
such early hopes have turned into worries that the
conflict may again escalate.",non-arg,[],{}
2708,"The withdrawal of foreign
troops and military equipment under OSCE monitoring
is an integral part of the Minsk agreements, which must
be fully implemented.",claim,[2556],{}
2709,"We urge all concerned parties to
stop any provocative actions that may derail the fragile
peace process, as embodied in the Minsk agreements.",claim,[2557],{}
2710,"All outside military intervention in the situation must
cease immediately.",claim,[2558],{}
2711,"Regarding political developments in the country,
we welcome the holding of parliamentary elections on
26 October, which proved to be orderly and peaceful.",claim,"[2559, 2560]","{(2559, 2560): 'support', (2559, 2561): 'support'}"
2712,"We very much hope that the election results, together
with national reconciliation and a process of dialogue,
will pave the way for much needed stability throughout
the country.",non-arg,[],{}
2713,"In that regard, the separate elections held
by armed rebel groups in eastern Ukraine earlier this
month run counter to the spirit of a dialogue-based
resolution of the situation.",premise,[2561],{}
2714,"They also undermine
the sovereignty and territorial integrity of Ukraine.",claim,[2562],{}
2715,"We hope that the political track based on the Minsk
agreements can be restored and put back into force as
soon as possible.",non-arg,[],{}
2716,"We commend the role of OSCE, the United Nations
and other partners in seeking a peaceful political
resolution of the situation, and we stand ready to
support such efforts.",claim,[2563],{}
2717,"Sir Mark Lyall Grant (United Kingdom): I thank
the three briefers for their briefings this afternoon.",non-arg,[],{}
2718,"As others have pointed out, the Council has met
many times on Ukraine over the past six months.",non-arg,[],{}
2719,"There
is a reason for that.",non-arg,[],{}
2720,"The situation in Ukraine continues
to be a severe threat and indeed an escalating threat
to international peace and security.",claim,[2564],{}
2721,"There is a reason
why that is so.",premise,[2565],{}
2722,"Since the start of the crisis, Russian
actions have been consistently designed to undermine,
interfere with and transgress Ukraine's sovereignty and
territorial integrity in a way that flouts international
norms, including the Charter of the United Nations.",claim,[2566],{}
2723,"Since the Council last met on 24 October to discuss
Ukraine (see S/PV.7287), Russia and the separatists
it supports have repeatedly undermined and ignored
the Minsk agreements.",premise,[2567],{}
2724,"Russian leaders have told us
one thing and then ordered their military, their special
forces and their separatist rebel proxies to do another.",premise,[2568],{}
2725,The ceasefire has been breached.,premise,[2569],{}
2726,"Attempts to monitor
and verify the ceasefire and the border have been
blocked.",premise,[2570],{}
2727,"Russia continues to supply its soldiers in
Ukraine and the separatists they fight alongside with
heavy weaponry, artillery, tanks and armoured vehicles
in flagrant breach of the Minsk protocols.",claim,[2571],{}
2728,"Organization for Security and Cooperation in
Europe (OSCE) reporting in recent days lays bare the
extent of that Russian support.",premise,[2572],{}
2729,"On several separate
occasions, the OSCE Special Monitoring Mission has
witnessed significant numbers of troops and military
equipment moving in convoy in separatist-held areas.",premise,[2573],{}
2730,"I
will mention just one such report.",premise,[2574],{}
2731,"On 8 November, the
Mission observed a convoy of more than 40 unmarked
military vehicles moving west on the outskirts of
Donetsk.",premise,[2575],{}
2732,"It included 19 unmarked Kamaz trucks,
each towing a howitzer artillery piece and carrying
personnel in green uniforms without insignia; 15
Kraz troop carriers; 6 fuel tankers; and an unmarked
Bronetransporter armoured personnel carrier.",premise,[2576],{}
2733,"We
have seen this pattern before - unmarked columns of
military vehicles entering Ukraine to support continued
fighting by separatists.",premise,[2577],{}
2734,"Efforts to remove markings
and insignia from those vehicles cannot disguise the
fact that they come from Russia.",claim,[2578],{}
2735,"What other credible
explanation is there?",premise,[2579],{}
2736,"Yet Russia continues to deny that fact, despite
the fact that its attempts at deception turned to farce
only yesterday when Russian television station NTV
broadcast footage of an armoured personnel carrier
at the head of a column in Donetsk bearing markings
from the Russian city of Ryazan.",premise,"[2580, 2581]","{(2580, 2581): 'attack', (2580, 2582): 'attack'}"
2737,"If Russia is not
supplying separatists across the border, then why does
it continue to block any expansion of OSCE border
monitoring?",premise,[2582],{}
2738,"Russia must implement the commitment
it made at Minsk to allow the monitoring of its border
with Ukraine, of which only 2 kilometres are currently
observed by the OSCE.",claim,[2583],{}
2739,"Flights of OSCE unmanned
aerial vehicles (UAVs) above Donetsk must also be
allowed to proceed unhindered.",claim,[2584],{}
2740,"OSCE reports that
UAVs are being jammed electronically by military-
grade equipment call into question the credibility of the
commitment towards the Minsk agreements of those
who control that territory and their Russian supporters.",premise,[2585],{}
2741,"The United Kingdom deeply regrets that illegal
elections took place in separatist-controlled areas of
Donetsk and Luhansk on 2 November.",claim,[2586],{}
2742,"The Secretary-
General could not have been clearer in his public
message that the elections were illegal under Ukrainian
law and seriously undermined the Minsk protocol.",premise,[2587],{}
2743,"The
Chairperson-in-Office of the OSCE was equally clear
that the elections ran counter to the letter and spirit of
the Minsk protocol and would further complicate its
implementation.",premise,[2588],{}
2744,"When the leadership of international organizations
to which Russia belongs issue such statements, one
would expect Russia to listen.",premise,[2589],{}
2745,"Instead, Russia has
offered support to the elections.",claim,[2590],{}
2746,"Russia has said that
it will respect the will of the citizens of the Donbas
despite the fact that, as President Poroshenko has made
clear, the so-called elections were ""a farce at gunpoint
that had nothing in common with the real expression
of the people's will"".",premise,[2591],{}
2747,"Russia's refusal to disavow the
elections is a continuation of a pattern of Russian
behaviour that flouts the Minsk agreements and is
designed to destabilize the situation in Ukraine.",claim,[2592],{}
2748,"Although the focus of today's discussion is the
increase in fighting and the illegal elections held
in eastern Ukraine, the Council must not lose sight
of the deteriorating human rights situation in areas
under separatist control in eastern Ukraine and in
particular in the illegally annexed Crimean peninsula,
which the mission of the Office of the United Nations
High Commissioner for Human Rights is still unable
to visit.",claim,"[2593, 2594]","{(2594, 2596): 'support', (2594, 2598): 'support', (2594, 2595): 'support', (2594, 2593): 'attack', (2594, 2597): 'support', (2594, 2599): 'support'}"
2749,"We continue to receive disturbing reports of
intimidation and harassment of Crimean Tatars, ethnic
Ukrainians and all those who have refused Russian
citizenship.",premise,[2595],{}
2750,"The de facto Crimean authorities have undertaken
a campaign to rid the Crimean peninsula of its
Ukrainian and Tatar identity.",premise,[2596],{}
2751,"Citizenship provisions,
the educational syllabus and the media are all being
ruthlessly engineered to that end.",premise,[2597],{}
2752,"Crimean Tatars are
being targeted by security forces; 18 prominent Tatars
remain missing and 1 body has been found.",premise,"[2598, 2599]",{}
2753,"That is an
issue that we will need to come back to discuss when
the mission of the Office of the United Nations High
Commissioner for Human Rights produces its next
report.",claim,[2600],{}
2754,"We have said in the past that Russia must be
judged by actions, not words.",premise,[2601],{}
2755,"What we see is that
Russia's actions continue to escalate tensions rather
than contribute to a peaceful resolution of the crisis.",claim,[2602],{}
2756,"The Minsk agreements offer a framework that can
move the situation away from the current crisis and
towards stability based upon de-escalation and respect
for the sovereignty and territorial integrity of Ukraine.",premise,[2603],{}
2757,"However, that requires genuine commitment of a kind
we have not yet seen from Russia.",claim,[2604],{}
2758,"Instead, Russia is
taking a cynical and selective approach towards the
agreements while it continues its destabilization of
Ukraine.",claim,[2605],{}
2759,That must change.,premise,[2606],{}
2760,"We therefore call again on Russia to withdraw
its equipment, weapons and troops from Ukrainian
territory, as it undertook to do in September, and
to use its influence to secure a lasting ceasefire.",claim,[2607],{}
2761,"Its
continued support for the armed separatists serves only
to escalate an already perilous situation and will only
lead to a further deterioration in Russia's relations with
the international community.",premise,[2608],{}
2762,"Mr. Wang Min (China) (spoke in Chinese): I thank
Assistant Secretary-General ad interim Toynberg-
Frandzen, Ambassador Apakan and Ambassador
Tagliavini for their briefings just now.",non-arg,[],{}
2763,"While the overall security situation in eastern
Ukraine has been stable recently, violent attacks have
continued to take place and have caused loss of life and
property.",premise,[2609],{}
2764,China is concerned about that.,claim,[2610],{}
2765,"At the same
time, China welcomes the recent agreement signed
between Russia and Ukraine on natural gas and hopes
that the agreement will contribute to easing the current
tensions and enhancing a political solution to the crisis
in Ukraine.",claim,[2611],{}
2766,"China believes that a political solution is
the only way to resolve the question of Ukraine.",claim,[2612],{}
2767,"For
the next stage, all the parties concerned should truly
implement the Minsk agreement in a comprehensive
manner so as to ensure that a ceasefire is achieved, the
violence in eastern Ukraine is brought to an end and the
humanitarian situation in affected areas is alleviated.",claim,[2613],{}
2768,"The question of Ukraine involves both complex
history and current reality.",premise,[2614],{}
2769,"A fundamental solution to
the question of Ukraine should take into full account
the legitimate rights, interests and wishes of all regions
and ethnic groups in Ukraine.",claim,[2615],{}
2770,"It should also seek to
satisfy the reasonable concerns of all parties and
achieve a balance of interests among them.",claim,[2616],{}
2771,"We hope
that all parties will continue to engage in constructive
dialogue with a View to agreeing on a balanced, lasting
and comprehensive political solution.",premise,[2617],{}
2772,"All parties should
work together to achieve that goal.",claim,[2618],{}
2773,"China has always abided by the principle of
non-interference in the internal affairs of other
countries and respected the sovereignty and territorial
integrity of all countries, including Ukraine.",claim,[2619],{}
2774,"China
supports all actions that will contribute to dialogue
and consultation and to finding a political solution to
the crisis.",claim,[2620],{}
2775,"China will continue to play a positive and
constructive role in favour of a political solution to the
question of Ukraine.",claim,[2621],{}
2776,"Mr. Delattre (France) (spoke in French): I thank
Mr. Jens Anders Toyberg-Frandzen for his briefing, and
Ms.",non-arg,[],{}
2777,Tagliavini and Mr. Apakan for theirs.,non-arg,[],{}
2778,"Almost a year ago, Ukraine entered into a period
of unprecedented transformation after years of
administrative inefficiencies and political blockage.",claim,[2622],{}
2779,"This transformation came from deep within Ukrainian
society.",claim,[2623],{}
2780,"Following the presidential election in May,
the Ukrainian parliamentary elections of October 26
represent a new phase in the process of democratization
taking place in Ukraine.",premise,[2624],{}
2781,"The elections neatly confirm
the fundamental choices of the Ukrainian people in
favour of a deep transformation and a deep economic
and social modernization of Ukraine.",premise,[2625],{}
2782,"The forward
march of Ukraine to the rule of law and political
pluralism can continue.",premise,[2626],{}
2783,The path will be long.,claim,[2627],{}
2784,"Agreed
steps must now be translated into the implementation of
necessary reforms in the areas of the economy, rule of
law, decentralization and reconstruction.",claim,[2628],{}
2785,"However, since Ukraine has embarked on the path
of reform, it has been constrained in moving forward.",claim,[2629],{}
2786,"The separatist agitation helped from outside the country
has spread to the eastern part of Ukraine, first in
Crimea - annexed in violation of the law - and then
in the Donbas region, causing disturbances, human
rights violations and a serious humanitarian situation.",premise,[2630],{}
2787,"We condemn in the strongest terms this interference in
Ukrainian internal affairs, which has taken place with
flagrant disregard for its sovereignty and territorial
integrity.",premise,"[2631, 2632]","{(2631, 2630): 'support', (2631, 2632): 'support'}"
2788,"As occurred in Crimea in March, so-called
elections were held on 2 November by the separatists
in the part of Donbas that they occupy.",premise,[2633],{}
2789,"These elections
violate the letter and the spirit of the Minsk protocol,
which provides for local elections in accordance with
Ukrainian law.",premise,[2634],{}
2790,"It is essential to quickly reach full
compliance with the ceasefire and pursue further
negotiations on the provisional status of the regions of
the east.",claim,[2635],{}
2791,"With the signing of the ceasefire in Minsk on
5 September and an agreement on 19 September, a
diplomatic process was finally set in motion between
Kyiv and Moscow.",premise,[2636],{}
2792,"These agreements remain a good
basis forbringing about an end to the crisis based on three
principles: respect for the ceasefire, monitoring of the
eastern border of Ukraine, and political discussions for
the purposes of finding a lasting solution.",claim,[2637],{}
2793,"The priority
now must be to remain on the path of dialogue and to
continue the implementation of the agreements.",claim,[2638],{}
2794,"Our
goal is to bring Ukrainians, separatists and Russians
to the negotiating table in order to stop the escalation.",claim,[2639],{}
2795,That is a crucial aspect of the Minsk protocol.,premise,[2640],{}
2796,"Military movements last weekend at the Russian-
Ukrainian border, confirmed by the Organization
for Security and Cooperation in Europe (OSCE), are
cause for great alarm in that respect.",premise,[2641],{}
2797,"Several dozens
of military vehicles including tanks entered Ukraine
in recent days.",premise,[2642],{}
2798,"The strengthening of the military
presence of the separatists and the proliferation of troop
movements have raised fears of renewed fighting on a
larger scale.",premise,[2643],{}
2799,"The announcement of the creation of a
Donbas army and a general mobilization is particularly
worrying.",premise,[2644],{}
2800,"The separatists and their supporters must
prove they are ready for dialogue and the search for
peace.",claim,[2645],{}
2801,"In this context, we call once again for Russia to
prevent the transfer of arms and men across its border
and to use all its influence on the separatists so that the
ceasefire is fully respected.",claim,[2646],{}
2802,"The issue of monitoring the Russian-Ukrainian
border remains a focal point for reaching a political
solution to the crisis.",claim,[2647],{}
2803,"We expressed our readiness to
provide the OSCE with our surveillance capabilities.",claim,[2648],{}
2804,"The utility of drones has been shown in that they can
be alternative and exclusive sources of information.",premise,[2649],{}
2805,"We are in discussions with our Russian and Ukrainian
partners on the subject.",premise,[2650],{}
2806,"These discussions are difficult,
but they are crucial if there is to be progress.",claim,[2651],{}
2807,"We
also believe that the mandate of the OSCE mission in
Russian territory should be strengthened and expanded
as quickly as possible to other border posts.",claim,[2652],{}
2808,"In this context, our political approach is based on
firmness and dialogue.",premise,[2653],{}
2809,"The sanctions are not intended
to punish but to encourage dialogue.",claim,[2654],{}
2810,"Sanctions are a
tool, but they are not the only one.",premise,[2655],{}
2811,"The conclusion of
the negotiations on the supply of natural gas 10 days
ago is a sign that some progress can be achieved
through dialogue.",premise,"[2656, 2657]","{(2657, 2656): 'support', (2657, 2655): 'support'}"
2812,"Europe gave a clear alternative -
heavier sanctions if the destabilizing actions continued
and worsened, or a re-examination of the question
if the situation on the ground bears witness to a real
implementation of the agreements of 5 September.",premise,[2658],{}
2813,"It
is high time that we all rally in favour of de-escalation
and the re-establishment of good-neighbourly relations
between independent and sovereign States.",claim,[2659],{}
2814,"No one has
interest to fan the flames and return to the rhetoric of
another century.",premise,[2660],{}
2815,"Mr. Olgul'n Cigarroa (Chile) (spoke in Spanish):
We thank the Assistant Secretary-General ad interim
for Political Affairs, Mr. Toyberg-Frandzen, and we
appreciate the presence of Ambassadors Apakan
and Tagliavini at this meeting.",non-arg,[],{}
2816,"We also welcome
Ambassador Sergeyev, Permanent Representative of
Ukraine, to the Security Council today.",non-arg,[],{}
2817,"We regret that the Council has had to be convened
today and express our deep concern at the further
escalation of the crisis in the east and south of Ukraine.",premise,[2661],{}
2818,"We are concerned about information with respect to a
possible foreign military support in eastern Ukraine
and what the Organization for Security and Cooperation
in Europe (OSCE) has told us.",premise,[2662],{}
2819,"It is urgent that the
ceasefire be fully respected, monitored and verified by
the OSCE Special Monitoring Mission, in accordance
with the provisions of the Minsk agreements.",claim,[2663],{}
2820,"We trust
that all the parties will be able to implement the Minsk
agreement, which is an inclusive political instrument
aimed at achieving peace and calm for the entire
population of eastern Ukraine.",premise,"[2664, 2665]","{(2664, 2665): 'support'}"
2821,"We regret the worsening security situation in the
east of the country which has had serious consequences
for the civilian population, which continues to suffer
violations and human rights abuses from all actors.",premise,[2666],{}
2822,"It is urgent that the increasing humanitarian needs
in south-eastern Ukraine be addressed, as the Office
for the Coordination of Humanitarian Affairs and
other United Nations agencies have pointed out.",claim,[2667],{}
2823,"The
dramatic increase in the number of internally displaced
persons is one of the most disturbing elements.",premise,[2668],{}
2824,"The
delivery of humanitarian assistance must go forward
without delay and in accordance with humanitarian
principles.",claim,[2669],{}
2825,"The efforts of the international community
must be harnessed in support of the host Government,
which bears the primary responsibility for assistance
and protection.",claim,[2670],{}
2826,"We stress the importance of strengthening the rule
of law and the obligation to respect the sovereignty,
independence and territorial integrity of Ukraine, in
accordance with the Charter of the United Nations,
General Assembly resolution 68/262 and international
law.",claim,[2671],{}
2827,"It is also necessary to observe the principle of
non-intervention and non-interference in the internal
affairs of another State.",claim,[2672],{}
2828,"Finally, we urge the parties to
seek a peaceful solution to this crisis through direct
political dialogue, exercise restraint and refrain from
unilateral actions that could increase tensions.",claim,[2673],{}
2829,"We reiterate our support for the efforts that the
Secretary-General and the United Nations continue
to undertake to resolve the situation in Ukraine.",claim,[2674],{}
2830,"We
also hope that the various independent international
mechanisms will continue to contribute to finding a
solution to the crisis.",non-arg,[],{}
2831,Ms.,non-arg,[],{}
2832,"Murmokaite (Lithuania): An undeclared war
is being waged by Russia against Ukraine.",claim,[2675],{}
2833,"By now, it is
barely making the world's headlines because it is slow
and creeping - a few more metres of captured land,
a few more explosions, a few more Russian tanks, a
few more dead at a time.",premise,"[2676, 2677, 2678]","{(2676, 2678): 'support', (2676, 2677): 'support'}"
2834,"As Europe marks the twenty-
fifth anniversary of the fall of the Berlin Wall and the
reunification of Europe, Russia is doing its best to
resuscitate the bygone era of division and brinkmanship,
continuing its aggression against Ukraine, buttressed
by bogus claims of defending Russian speakers from
the advances of fascism and by outlandish accusations
against Europe and the West.",claim,"[2679, 2680]","{(2680, 2679): 'attack'}"
2835,"The abduction of an Estonian intelligence officer on
the Estonia side of the border and of a Ukrainian pilot in
Ukraine; the alarming rise in the intensity and gravity
of provocations involving Russian reconnaissance and
fighterjets over an increasing territory, from the Baltic
Sea region to Portugal, the United States, Canada
and Japan - all point to a more aggressive unilateral
Russian military posture going well beyond Ukraine's
borders.",premise,"[2681, 2682]","{(2682, 2681): 'support'}"
2836,The conflict in Ukraine is not an internal affair.,premise,[2683],{}
2837,"It is neither a civil war nor a rebellion of disgruntled
citizens.",premise,[2684],{}
2838,"It is Russia's war against Ukraine for daring
to choose a different, European path.",claim,[2685],{}
2839,"Sponsored by the
Kremlin, the illegal armed separatists, many of whom
carry Russian passports, have inflicted heavy damage
on the Ukrainian forces and civilian population before
and during the ceasefire, using sophisticated weaponry,
tanks, multiple rocket launchers and heavy artillery.",premise,[2686],{}
2840,"While Ukraine honoured the ceasefire agreement,
Russia-backed separatists used the time to rearm and
grab more territory.",claim,"[2687, 2688]","{(2688, 2687): 'attack', (2688, 2686): 'support'}"
2841,"By now, those illegal armed groups
are probably better armed than some of the smaller
European armies - all thanks to Russia's continued
support and supplies.",claim,"[2689, 2690]","{(2689, 2690): 'support'}"
2842,"We are profoundly worried by the recent reports
of the Organization for Security and Cooperation in
Europe (OSCE) Special Special Monitoring Mission
in Ukraine, registering unmarked convoys of trucks
carrying substantial amounts of heavy weaponry,
ammunition, Grad multiple-launch rocket systems and
howitzers, as well as armoured personnel carriers and
tanks, moving cross the border and westwards inside
the separatist held areas.",premise,[2691],{}
2843,"That is a clear and blatant
violation of the ceasefire agreement, which called for
the withdrawal of Russian weapons and troops from
Ukraine and a sealing of the border under international
observation.",claim,[2692],{}
2844,"Let us not forget that despite relevant
provisions ofthe Minsk protocol on the establishment of
a permanent OSCE presence along the Ukraine-Russia
border, Russia single-handedly prevented the expansion
of such a presence on the border, as a result of which
OSCE observers monitor only 2 kilometres of the
Russia-Ukraine border out of a total of 400 kilometres.",claim,"[2693, 2694]","{(2694, 2693): 'attack'}"
2845,"The holding by the separatists ofillegal elections in
eastern Ukraine is another clear violation of the Minsk
agreements.",claim,[2695],{}
2846,"Russia alone endorsed those sham elections
and even arranged the presence of ""observers"" - a
bunch of hard-line nationalists, Nazi sympathizers and
xenophobes, tried and tested in the illegal plebiscite
in Crimea.",claim,[2696],{}
2847,"If Council members google the name
of Mateusz Piskorski, they will find him posing in
front of a swastika flag.",premise,[2697],{}
2848,"Frank Creyelman is an open
xenophobe, known for demanding amnesty for those
who collaborated with the Hitler regime during the
Second World War.",premise,[2698],{}
2849,"Marton Gyongyosy once suggested
that Hungarian Jews should be tallied up because they
pose a threat to the State.",premise,[2699],{}
2850,"Srda Trifkovie is defender of
Slobodan Milosevic and an Islamophobe.",premise,[2700],{}
2851,"Ewald Stadler
is known for delivering one of the most racist speech
ever in a European parliament.",premise,[2701],{}
2852,The list could go on.,premise,[2702],{}
2853,"It is with the help of such odious characters that
Moscow is ""fighting Fascism"" in Ukraine.",premise,[2703],{}
2854,"Little does it
matter that Ukraine's population squarely rejected the
extreme forces during the recent national elections.",premise,[2704],{}
2855,"As
Russia flirts with Europe's extremist fringe, the myth
of Ukraine's fascist junta continues to be advanced
by Russia's propaganda machine.",premise,[2705],{}
2856,"What the Russian
propaganda machine will not say, however, is that since
Russian troops ""liberated"" Crimea, the human rights
situation in the region has deteriorated dramatically,
and that the separatist-held regions in eastern Ukraine
have been repeatedly described by United Nations
human rights reports as an abyss of lawlessness and
criminality.",premise,"[2706, 2707]","{(2706, 2707): 'support', (2706, 2705): 'attack', (2706, 2704): 'attack'}"
2857,"Russia's disdain for the internationally accepted
norms of behaviour, international law and the Charter
of the United Nations is astounding, including the
manipulation of all things humanitarian.",claim,[2708],{}
2858,"Under
the pretext of humanitarian aid, we have seen the
preparation of what may be the seventh convoy now to
be sent into Ukraine without Ukraine's consent and in
violation of Ukraine's borders.",premise,[2709],{}
2859,"While the humanitarian
needs in the region have not diminished and remain
dire, the armed separatists have been gaining ground
with each new convoy.",claim,[2710],{}
2860,"Today, the cost of Russia's
aggression against Ukraine is some 400,000 displaced,
at least 4,000 killed, over 9,000 wounded, and some
5.2 million people living in conflict-affected areas.",premise,[2711],{}
2861,"The result of Russia's aggression against Ukraine is
also Russia's own young men returning home dead and
anonymous in the notorious Cargo 200 boxes.",premise,"[2712, 2713]","{(2712, 2711): 'support', (2712, 2713): 'support'}"
2862,"The Geneva statement, the Berlin joint declaration,
the Minsk protocol and Minsk memorandum are
the latest additions to the long list of documents and
treaties that Russia has breached, from the 1991 Alma-
Ata Declaration, the 1994 Budapest Memorandum
on Security Assurances, the 1997 Black Sea
FleetAgreement Between the Russian Federation and
Ukraine, and the Charter of the United Nations itself.",premise,[2714],{}
2863,"Only a full and sustainable return to the ceasefire by all
parties can defuse this increasingly bloody crisis before
it gets completely out of hand - and that, with Russian
troops amassed near Ukraine's borders and increasing
military movements in separatist held areas, could
happen at any time.",claim,"[2715, 2716, 2717]","{(2715, 2714): 'support', (2717, 2716): 'support'}"
2864,"Ukraine has been doing its part, and must continue
to do so, by pursuing a wide range of necessary
reforms, fighting corruption and reaching out to the
affected regions to rebuild popular trust in the national
Government.",non-arg,[],{}
2865,"The onus, however, is on Russia and
its militant proxies in eastern Ukraine to do theirs.",claim,[2718],{}
2866,"Russia must stop threatening its neighbours, accept
the spirit and letter of the Minsk agreements and allow
unhindered international monitoring of the Ukrainian-
Russian border.",claim,[2719],{}
2867,"Russia must disown the separatists and
condemn all attempts on the part of the self-proclaimed
leaders to create parallel power structures in eastern
Ukraine.",claim,[2720],{}
2868,"As per the Minsk agreements, it must also
withdraw its equipment, weapons and troops from
Ukrainian territory and seal its borders to the movement
of arms and mercenaries into the separatist-held areas.",claim,"[2721, 2722]","{(2722, 2721): 'support'}"
2869,"A peaceful settlement of the crisis in eastern
Ukraine is squarely in Russia's hands.",claim,[2723],{}
2870,"It bears full
responsibility for the further escalation of the situation,
and for creating another frozen conflict in Europe.",claim,[2724],{}
2871,"Attempts to redraw Europe's borders by military force
25 years after the fall of the Berlin Wall are criminal
and undermine the very foundations on which the
United Nations is built.",claim,[2725],{}
2872,"My delegation thanks the OSCE and the United
Nations Office of the High Commissioner for Human
Rights for the important observation and monitoring
work that is being done on the ground, and stresses
the importance of ensuring their continuing reporting
and presence in the conflict-affected area.",claim,[2726],{}
2873,"Providing
an objective, unbiased alternative narrative is critical
as Russia's propaganda machinery expands its reach.",premise,[2727],{}
2874,"My delegation reiterates its full support to Ukraine's
independence, sovereignty, unity and territorial
integrity.",claim,[2728],{}
2875,"Ukraine's European choice is not an imposition
from the outside.",premise,[2729],{}
2876,"It is the choice of the Ukrainian
people who a year ago showed clearly that they have
had enough of corruption, enough of cronyism, enough
of kleptocracy.",premise,[2730],{}
2877,"That choice was reaffirmed in the recent
national elections and must be respected by all.",claim,[2731],{}
2878,"Mr. Pankin (Russian Federation) (spoke in Russian): At the outset, I would call on my colleagues on
the Security Council not to turn the Council's meetings
into farces of rabid hysterics.",non-arg,[],{}
2879,"We carefully listened to the briefing ofthe Assistant
Secretary-General ad interim for PoliticalAffairs,
Mr. Toynberg-Frandzen and thank him for the
information provided.",non-arg,[],{}
2880,"We also thank the Chief Monitor
of the Organization of Security and Cooperation in
Europe (OSCE) Special Monitoring Mission in Ukraine,
Mr. Apakan, and the representative of the OSCE
Chairperson-in-Office of the OSCE, Ms.",non-arg,[],{}
2881,Tagliavini.,non-arg,[],{}
2882,"We were interested to hear the evaluations of those who
are directly working on the ground every day to resolve
the situation in south-eastern the Ukraine.",non-arg,[],{}
2883,"At the same time, we believe that inviting
international players acting under an OSCE mandate
to Security Council meetings is not totally appropriate,
not to mention that it distracts them from their direct
obligations and unnecessarily politicizes practical
activities.",claim,[2732],{}
2884,"The fact that inviting them was for precisely
that purpose has been confirmed by the statements we
have heard today by several Council members, who
have used our platform and the OSCE representatives
not to constructively seek a solution to an internal
Ukrainian crisis, but rather to make another foray into
propaganda, with new flourishes.",premise,[2733],{}
2885,"The situation in the Donetsk and Luhansk provinces
unquestionably remains tense.",claim,[2734],{}
2886,"The ceasefire regime is
not being fully complied with, and the withdrawal of
heavy weaponry and equipment has not begun.",claim,"[2735, 2736]","{(2735, 2737): 'support', (2735, 2738): 'support', (2736, 2738): 'support', (2736, 2737): 'support'}"
2887,"On the
contrary, during the entire period of the ceasefire we
have seen Ukrainian forces concentrated along almost
all the front lines.",premise,[2737],{}
2888,"It is important to note that that
concentration of the Ukrainian forces is taking place
very close to the cities of Donbas, which the rebels are
forced to protect.",premise,[2738],{}
2889,"As a result, there have been clashes
between the parties along the front lines.",claim,[2739],{}
2890,"Innocent
civilians are being killed every day, especially in
territory controlled by the Ukrainian armed forces in
the residential areas of Avdeyevka and Peski.",premise,"[2740, 2741]","{(2740, 2741): 'support'}"
2891,"There
is systematic shelling in residential areas of Donetsk
near the airport.",claim,[2742],{}
2892,"On 6 November, a mortar shell
launched from that neighbourhood in a north-westerly
direction - which has been confirmed by the OSCE
monitors - fell on a Donetsk sports school soccer
field, killing two boys and injuring three.",premise,[2743],{}
2893,"Cluster
munitions fired from the same position at the beginning
of October killed some workers from the International
Committee of the Red Cross.",premise,[2744],{}
2894,"In the Russian language the word ""truth"" exists
only in the singular.",premise,[2745],{}
2895,"It has no plural, unlike the word
""lie"", and in the context of that silenced truth, it would
seem logical that the strengthened rebel positions the
OSCE monitors have seen are in areas that are under
constant attack by the armed forces.",claim,"[2746, 2747]","{(2747, 2745): 'support', (2747, 2746): 'support'}"
2896,"Apparently Kyiv's
fear of the rebel forces is so great that in order to justify
their failures and the massive deployment ofpeople and
equipment to the front, we are once again hearing loud
assertions about Russia sending weapons and members
of its regular army.",premise,"[2748, 2749]","{(2749, 2751): 'support', (2749, 2750): 'support', (2749, 2748): 'support'}"
2897,"In the Western capitals and through
NATO they are shouting pronouncements about virtual
deployment of convoys and fighters from Russian
territory.",premise,[2750],{}
2898,"But no one is presenting any real facts to
confirm such assertions, because this is all empty talk
and the usual propagandistic lies.",premise,[2751],{}
