ID,Speech,Sentence_ID,Full_Sentence,Component,Component_Type,Premises
2267,UNSC_2014_SPV.7287_spch008_US,2074,"7157, p.",non-arg,non-arg,non-arg
2268,UNSC_2014_SPV.7287_spch008_US,2075,21).,non-arg,non-arg,non-arg
2269,UNSC_2014_SPV.7287_spch008_US,2076,"Yet we see report after report documenting
abuses, including detentions, expulsions, restrictions
of movement and the curtailment of the freedoms of
expression, peaceful assembly, association and religion
or belief.","[1944, 'Yet we see report after report documenting\nabuses, including detentions, expulsions, restrictions\nof movement and the curtailment of the freedoms of\nexpression, peaceful assembly, association and religion\nor belief.']",premise,{}
2270,UNSC_2014_SPV.7287_spch008_US,2077,"The Russian occupation of Crimea must end,
and until it does the Russian occupying authorities must
cease their harassment ofreligious and ethnic minorities
and allow international human rights monitors and
monitors from the OSCE full access to Crimea.","[1945, 'The Russian occupation of Crimea must end']",claim,{1943: 'attack'}
2271,UNSC_2014_SPV.7287_spch008_US,2077,"The Russian occupation of Crimea must end,
and until it does the Russian occupying authorities must
cease their harassment ofreligious and ethnic minorities
and allow international human rights monitors and
monitors from the OSCE full access to Crimea.","[1946, 'the Russian occupying authorities must\ncease their harassment ofreligious and ethnic minorities\nand allow international human rights monitors and\nmonitors from the OSCE full access to Crimea.']",claim,"{1943: 'attack', 1944: 'support'}"
2272,UNSC_2014_SPV.7287_spch008_US,2078,"In
Crimea, we have seen how a group of separatists who
seized power on the pretext of protecting one minority
have become the cruel oppressors of another.","[1947, 'In\nCrimea, we have seen how a group of separatists who\nseized power on the pretext of protecting one minority\nhave become the cruel oppressors of another.']",premise,{}
2273,UNSC_2014_SPV.7287_spch008_US,2079,"We should
expect nothing different from the separatists trying to
seize control in eastern Ukraine.","[1948, 'We should\nexpect nothing different from the separatists trying to\nseize control in eastern Ukraine.']",claim,{1947: 'support'}
2274,UNSC_2014_SPV.7287_spch008_US,2080,"We welcome Ukraine's commitment to investigating
the allegations of mass graves, and we note that in July,
with the assistance of international experts, Ukraine
began an investigation into grave sites containing eight
bodies that were discovered in Sloviansk following the
town's liberation from separatist control.","[1949, ""We welcome Ukraine's commitment to investigating\nthe allegations of mass graves""]",claim,{1950: 'support'}
2275,UNSC_2014_SPV.7287_spch008_US,2080,"We welcome Ukraine's commitment to investigating
the allegations of mass graves, and we note that in July,
with the assistance of international experts, Ukraine
began an investigation into grave sites containing eight
bodies that were discovered in Sloviansk following the
town's liberation from separatist control.","[1950, ""in July,\nwith the assistance of international experts, Ukraine\nbegan an investigation into grave sites containing eight\nbodies that were discovered in Sloviansk following the\ntown's liberation from separatist control.""]",premise,{}
2276,UNSC_2014_SPV.7287_spch008_US,2081,"No one is above
the law, and the United States supports a full, thorough
and impartial investigation of all alleged grave sites.","[1951, 'No one is above\nthe law, and the United States supports a full, thorough\nand impartial investigation of all alleged grave sites.']",claim,{1950: 'support'}
2277,UNSC_2014_SPV.7287_spch008_US,2082,"Full implementation of the Minsk agreement would, of
course, create an environment that would enable those
investigations to move forward.","[1952, 'Full implementation of the Minsk agreement would, of\ncourse, create an environment that would enable those\ninvestigations to move forward.']",claim,{1950: 'support'}
2278,UNSC_2014_SPV.7287_spch008_US,2083,"We are also aware of reporting by non-governmental
organizations on the use of cluster munitions.","[1953, 'We are also aware of reporting by non-governmental\norganizations on the use of cluster munitions.']",premise,{}
2279,UNSC_2014_SPV.7287_spch008_US,2084,"We take
note of the Ukrainian Government's denial of the use
of such weapons.","[1954, ""We take\nnote of the Ukrainian Government's denial of the use\nof such weapons.""]",premise,{}
2280,UNSC_2014_SPV.7287_spch008_US,2085,"We take very seriously all accusations
regarding harm to civilians and unequivocally condemn

any indiscriminate shelling of civilian areas.","[1955, 'We take very seriously all accusations\nregarding harm to civilians and unequivocally condemn\n\nany indiscriminate shelling of civilian areas.']",claim,"{1954: 'support', 1953: 'support'}"
2281,UNSC_2014_SPV.7287_spch008_US,2086,"There can
be no excuse for abuses committed by anyone fighting
in eastern Ukraine, and all such accusations should be
fully investigated as soon as the security conditions
allow.","[1956, 'There can\nbe no excuse for abuses committed by anyone fighting\nin eastern Ukraine, and all such accusations should be\nfully investigated as soon as the security conditions\nallow.']",premise,{}
2282,UNSC_2014_SPV.7287_spch008_US,2087,"That, of course, means that the separatists and
their Russian backers must cooperate.","[1957, 'the separatists and\ntheir Russian backers must cooperate.']",claim,{1956: 'support'}
2283,UNSC_2014_SPV.7287_spch008_US,2088,"There has been much focus in recent days on the
lines demarcating the ceasefire, but let us not forget a
more important line, the international border.",non-arg,non-arg,non-arg
2284,UNSC_2014_SPV.7287_spch008_US,2089,"Indeed,
in the Minsk agreement of 5 September, point number
4 of the 12 calls for permanent monitoring of the
Ukrainian-Russian State border and verification of it
by the OSCE.","[1958, 'in the Minsk agreement of 5 September, point number\n4 of the 12 calls for permanent monitoring of the\nUkrainian-Russian State border and verification of it\nby the OSCE.']",premise,{}
2285,UNSC_2014_SPV.7287_spch008_US,2090,"The Government of Ukraine recently
submitted a plan to provide for that monitoring, restore
Ukrainian control on its side of the border, prevent the
illegal movement of personnel and materiel across the
border and create a security zone free of weapons in the
areas adjacent to the border in Ukraine and the Russian
Federation.","[1959, 'The Government of Ukraine recently\nsubmitted a plan to provide for that monitoring, restore\nUkrainian control on its side of the border, prevent the\nillegal movement of personnel and materiel across the\nborder and create a security zone free of weapons in the\nareas adjacent to the border in Ukraine and the Russian\nFederation.']",premise,{}
2286,UNSC_2014_SPV.7287_spch008_US,2091,"But Russia has not engaged on this plan,
neither have the separatists, and Russia has refused to
expand OSCE monitoring along the border.","[1960, 'But Russia has not engaged on this plan,\nneither have the separatists, and Russia has refused to\nexpand OSCE monitoring along the border.']",claim,"{1959: 'attack', 1958: 'attack'}"
2287,UNSC_2014_SPV.7287_spch008_US,2092,"Until a full monitoring mission is in place on the
international border, supplies and equipment will
continue to flow from Russia to the separatists, and
separatists will continue to cross back and forth at will.","[1961, 'Until a full monitoring mission is in place on the\ninternational border']",premise,{}
2288,UNSC_2014_SPV.7287_spch008_US,2092,"Until a full monitoring mission is in place on the
international border, supplies and equipment will
continue to flow from Russia to the separatists, and
separatists will continue to cross back and forth at will.","[1962, 'supplies and equipment will\ncontinue to flow from Russia to the separatists, and\nseparatists will continue to cross back and forth at will.']",claim,{1961: 'support'}
2289,UNSC_2014_SPV.7287_spch008_US,2093,"President Putin said in Milan that he would not discuss
OSCE monitoring of the border until the residents of
the Donbas are secure.","[1963, 'President Putin said in Milan that he would not discuss\nOSCE monitoring of the border until the residents of\nthe Donbas are secure.']",premise,{}
2290,UNSC_2014_SPV.7287_spch008_US,2094,"In fact, the reverse is true.","[1964, 'the reverse is true.']",claim,"{1965: 'support', 1963: 'attack'}"
2291,UNSC_2014_SPV.7287_spch008_US,2095,"The
residents of Donbas will not be secure until the OSCE
is monitoring the border.","[1965, 'The\nresidents of Donbas will not be secure until the OSCE\nis monitoring the border.']",premise,{}
2292,UNSC_2014_SPV.7287_spch008_US,2096,"Ukraine's sovereignty must
be restored over the entirety of its border with Russia.","[1966, ""Ukraine's sovereignty must\nbe restored over the entirety of its border with Russia.""]",claim,{1965: 'support'}
2293,UNSC_2014_SPV.7287_spch008_US,2097,"If the border can be secured and if free and fair
elections can be held - not only on 26 October across
Ukraine for the Rada, but also on 7 December in the
areas of Donetsk and Luhansk - everybody will
benefit, as will the cause ofpeace and security.","[1967, 'If the border can be secured and if free and fair\nelections can be held - not only on 26 October across\nUkraine for the Rada, but also on 7 December in the\nareas of Donetsk and Luhansk']",premise,{}
2294,UNSC_2014_SPV.7287_spch008_US,2097,"If the border can be secured and if free and fair
elections can be held - not only on 26 October across
Ukraine for the Rada, but also on 7 December in the
areas of Donetsk and Luhansk - everybody will
benefit, as will the cause ofpeace and security.","[1968, 'everybody will\nbenefit, as will the cause ofpeace and security.']",claim,{1967: 'support'}
2295,UNSC_2014_SPV.7287_spch008_US,2098,"Russia's
actions over the past months have challenged the most
basic principles of our international system.","[1969, ""Russia's\nactions over the past months have challenged the most\nbasic principles of our international system.""]",claim,standalone
2296,UNSC_2014_SPV.7287_spch008_US,2099,"Borders
cannot and should not be redrawn at the barrel of a gun
or on the whim of a single leader and the circle of his
cronies around him.","[1970, 'Borders\ncannot and should not be redrawn at the barrel of a gun\nor on the whim of a single leader and the circle of his\ncronies around him.']",claim,standalone
2297,UNSC_2014_SPV.7287_spch008_US,2100,We have identified a path to peace.,"[1971, 'We have identified a path to peace.']",premise,{}
2298,UNSC_2014_SPV.7287_spch008_US,2101,That path has been agreed to by the parties in Minsk.,"[1972, 'That path has been agreed to by the parties in Minsk.']",premise,{}
2299,UNSC_2014_SPV.7287_spch008_US,2102,"It has concrete, verifiable commitments, and all must
be implemented.","[1973, 'It has concrete, verifiable commitments, and all must\nbe implemented.']",claim,"{1972: 'support', 1971: 'support'}"
2300,UNSC_2014_SPV.7287_spch008_US,2103,"Ukraine has taken real steps to fulfil
its commitments, while Russia and the separatist it
backs have not.","[1974, 'Ukraine has taken real steps to fulfil\nits commitments, while Russia and the separatist it\nbacks have not.']",premise,{}
2301,UNSC_2014_SPV.7287_spch008_US,2104,"We call on them to act immediately to
implement the obligations they undertook, and we call
on them to do so now.","[1975, 'We call on them to act immediately to\nimplement the obligations they undertook, and we call\non them to do so now.']",claim,{1974: 'support'}
2302,UNSC_2014_SPV.7287_spch009_FR,2105,"Mr. Delattre (France) (spoke in French): lwould like
to thank Mr. Fernandez-Taranco and Mr. Simonovic' for
their briefings, and my British colleague for initiating
this meeting.",non-arg,non-arg,non-arg
2303,UNSC_2014_SPV.7287_spch009_FR,2106,"The human rights situation in Ukraine continues
to deteriorate, as the sixth report of the Office of the
United Nations High Commissioner for Human Rights
based on the work of the United Nations Human Rights
Monitoring Mission in Ukraine makes clear.","[1976, 'The human rights situation in Ukraine continues\nto deteriorate']",claim,"{1977: 'support', 1979: 'support', 1978: 'support'}"
2304,UNSC_2014_SPV.7287_spch009_FR,2106,"The human rights situation in Ukraine continues
to deteriorate, as the sixth report of the Office of the
United Nations High Commissioner for Human Rights
based on the work of the United Nations Human Rights
Monitoring Mission in Ukraine makes clear.","[1977, 'as the sixth report of the Office of the\nUnited Nations High Commissioner for Human Rights\nbased on the work of the United Nations Human Rights\nMonitoring Mission in Ukraine makes clear.']",premise,{}
2305,UNSC_2014_SPV.7287_spch009_FR,2107,"It has been
marked by an escalation ofhostilities that came to a head
at the beginning of September, just before the signing
of the ceasefire agreement.","[1978, 'It has been\nmarked by an escalation ofhostilities that came to a head\nat the beginning of September, just before the signing\nof the ceasefire agreement.']",premise,{}
2306,UNSC_2014_SPV.7287_spch009_FR,2108,"The report emphasizes that
for the fighting to have reached such a level of intensity,
the pro-Russian militias must have been supported by
many foreign fighters, including Russians, and must
also have been reinforced with sophisticated weaponry.","[1979, 'The report emphasizes that\nfor the fighting to have reached such a level of intensity,\nthe pro-Russian militias must have been supported by\nmany foreign fighters, including Russians, and must\nalso have been reinforced with sophisticated weaponry.']",premise,{}
2307,UNSC_2014_SPV.7287_spch009_FR,2109,"Those responsible for the escalation are the same as
those who several months ago decided that Ukrainian
sovereignty could be violated, in defiance ofthe Charter
of the United Nations.","[1980, 'Those responsible for the escalation are the same as\nthose who several months ago decided that Ukrainian\nsovereignty could be violated']",claim,{1979: 'support'}
2308,UNSC_2014_SPV.7287_spch009_FR,2110,"Since the signing of the Minsk agreements, the
front as a whole has stabilized, leading to a diminished
overall level of violence, although the ceasefire is
regularly violated and fighting continues here and there
owing to the separatists' wish to homogenize their
territory.","[1981, 'the\nfront as a whole has stabilized, leading to a diminished\noverall level of violence']",premise,{}
2309,UNSC_2014_SPV.7287_spch009_FR,2110,"Since the signing of the Minsk agreements, the
front as a whole has stabilized, leading to a diminished
overall level of violence, although the ceasefire is
regularly violated and fighting continues here and there
owing to the separatists' wish to homogenize their
territory.","[1982, ""although the ceasefire is\nregularly violated and fighting continues here and there\nowing to the separatists' wish to homogenize their\nterritory""]",claim,{1981: 'attack'}
2310,UNSC_2014_SPV.7287_spch009_FR,2111,"The situation this summer led to a significant
increase in casualties, both civilian and military, and
to an increase in violations of human rights, including
recourse to torture, summary executions and abductions.","[1983, 'The situation this summer led to a significant\nincrease in casualties, both civilian and military, and\nto an increase in violations of human rights, including\nrecourse to torture, summary executions and abductions.']",premise,{}
2311,UNSC_2014_SPV.7287_spch009_FR,2112,"We condemn all violations of international standards,
including the protection of human rights that should be
respected by all parties to the conflict.","[1984, 'We condemn all violations of international standards,\nincluding the protection of human rights that should be\nrespected by all parties to the conflict.']",claim,{1983: 'support'}
2312,UNSC_2014_SPV.7287_spch009_FR,2113,"That is especially
true in the areas controlled by the separatists, in which
people are indeed living in fear and under threat and
from which thousands of civilians have fled.","[1985, 'That is especially\ntrue in the areas controlled by the separatists, in which\npeople are indeed living in fear and under threat and\nfrom which thousands of civilians have fled.']",claim,"{1988: 'support', 1987: 'support', 1986: 'support'}"
2313,UNSC_2014_SPV.7287_spch009_FR,2114,"We should
remember that the death penalty has been reinstated in
Donetsk; that when people leave their homes, they are
confiscated; and that there are no more police or courts
to defend Ukrainians against the arbitrary decisions of
militias.","[1986, 'We should\nremember that the death penalty has been reinstated in\nDonetsk']",premise,{}
2314,UNSC_2014_SPV.7287_spch009_FR,2114,"We should
remember that the death penalty has been reinstated in
Donetsk; that when people leave their homes, they are
confiscated; and that there are no more police or courts
to defend Ukrainians against the arbitrary decisions of
militias.","[1987, 'that when people leave their homes, they are\nconfiscated']",premise,{}
2315,UNSC_2014_SPV.7287_spch009_FR,2114,"We should
remember that the death penalty has been reinstated in
Donetsk; that when people leave their homes, they are
confiscated; and that there are no more police or courts
to defend Ukrainians against the arbitrary decisions of
militias.","[1988, 'that there are no more police or courts\nto defend Ukrainians against the arbitrary decisions of\nmilitias.']",premise,{}
2316,UNSC_2014_SPV.7287_spch009_FR,2115,"As a result, thousands of people have taken
to the road, forced to leave everything they own.","[1989, 'thousands of people have taken\nto the road, forced to leave everything they own.']",premise,{}
2317,UNSC_2014_SPV.7287_spch009_FR,2116,"With
winter approaching, the displaced populations will be
in a seriously precarious situation.","[1990, 'With\nwinter approaching']",premise,{}
2318,UNSC_2014_SPV.7287_spch009_FR,2116,"With
winter approaching, the displaced populations will be
in a seriously precarious situation.","[1991, 'the displaced populations will be\nin a seriously precarious situation']",claim,"{1989: 'support', 1990: 'support'}"
2319,UNSC_2014_SPV.7287_spch009_FR,2117,"We are also following with concern the deteriorating
situation for the people of Crimea.","[1992, 'We are also following with concern the deteriorating\nsituation for the people of Crimea.']",claim,"{1994: 'support', 1993: 'support'}"
2320,UNSC_2014_SPV.7287_spch009_FR,2118,"The Tatars, in
particular, are experiencing abuse from self-defence
groups as well as numerous administrative problems,
expropriations and arbitrary arrests.","[1993, 'The Tatars, in\nparticular, are experiencing abuse from self-defence\ngroups as well as numerous administrative problems,\nexpropriations and arbitrary arrests.']",premise,{}
2321,UNSC_2014_SPV.7287_spch009_FR,2119,"Their human
rights, such as the freedoms of expression, religion,
conscience and movement, are routinely flouted.","[1994, 'Their human\nrights, such as the freedoms of expression, religion,\nconscience and movement, are routinely flouted.']",premise,{}
2322,UNSC_2014_SPV.7287_spch009_FR,2120,"In
that regard, we wish to reiterate our commitment to
the sovereignty and territorial integrity of Ukraine's
international borders.","[1995, ""we wish to reiterate our commitment to\nthe sovereignty and territorial integrity of Ukraine's\ninternational borders.""]",claim,"{1993: 'support', 1994: 'support'}"
2323,UNSC_2014_SPV.7287_spch009_FR,2121,"Against that bleak backdrop, a new dynamic has
nonetheless emerged.","[1996, 'Against that bleak backdrop']",premise,{}
2324,UNSC_2014_SPV.7287_spch009_FR,2121,"Against that bleak backdrop, a new dynamic has
nonetheless emerged.","[1997, 'a new dynamic has\nnonetheless emerged.']",claim,"{2001: 'support', 1998: 'support', 1996: 'attack'}"
2325,UNSC_2014_SPV.7287_spch009_FR,2122,"With the ceasefire agreed in
Minsk on 5 September, followed by the 19 September
agreement, a diplomatic process has finally begun
between Kyiv and Moscow.","[1998, 'With the ceasefire agreed in\nMinsk on 5 September, followed by the 19 September\nagreement, a diplomatic process has finally begun\nbetween Kyiv and Moscow.']",premise,{}
2326,UNSC_2014_SPV.7287_spch009_FR,2123,"France, together with
its European partners, will continue to support that
engagement between the Russians and the Ukrainians,
in particular within the framework of the format agreed
in Normandy in June.","[1999, 'France, together with\nits European partners, will continue to support that\nengagement between the Russians and the Ukrainians,\nin particular within the framework of the format agreed\nin Normandy in June.']",claim,"{2000: 'support', 1998: 'support'}"
2327,UNSC_2014_SPV.7287_spch009_FR,2124,"Those agreements offer a sound
basis for envisioning a solution to the crisis that is based
on three pillars: respect for the ceasefire, the monitoring
of the border, and political discussions aimed at finding
a lasting solution.","[2000, 'Those agreements offer a sound\nbasis for envisioning a solution to the crisis that is based\non three pillars: respect for the ceasefire, the monitoring\nof the border, and political discussions aimed at finding\na lasting solution.']",premise,{}
2328,UNSC_2014_SPV.7287_spch009_FR,2125,"The discussions are taking place,
and Presidents Putin and Poroshenko met in Milan last
week on the sidelines ofthe Asia-Europe summit.","[2001, 'The discussions are taking place,\nand Presidents Putin and Poroshenko met in Milan last\nweek on the sidelines ofthe Asia-Europe summit.']",premise,{}
2329,UNSC_2014_SPV.7287_spch009_FR,2126,"There
has been some progress on border monitoring and the
monitoring of the cease-fire, generally speaking.","[2002, 'There\nhas been some progress on border monitoring and the\nmonitoring of the cease-fire, generally speaking.']",premise,{}
2330,UNSC_2014_SPV.7287_spch009_FR,2127,"Nevertheless, we will remain vigilant to ensure
that support for the separatists finally ceases, that the
weakening of the State and the rule of law is checked,
and that the ceasefire is fully respected.","[2003, 'we will remain vigilant to ensure\nthat support for the separatists finally ceases, that the\nweakening of the State and the rule of law is checked,\nand that the ceasefire is fully respected.']",claim,{2002: 'attack'}
2331,UNSC_2014_SPV.7287_spch009_FR,2128,"We are
awaiting the securing of the Russian-Ukrainian border
and its permanent monitoring under the auspices of the
Organization for Security and Cooperation in Europe
(OSCE).","[2004, 'We are\nawaiting the securing of the Russian-Ukrainian border\nand its permanent monitoring under the auspices of the\nOrganization for Security and Cooperation in Europe\n(OSCE).']",premise,{}
2332,UNSC_2014_SPV.7287_spch009_FR,2129,"We believe the mandate of the OSCE Special
Monitoring Mission in Russian territory should be
strengthened and expanded as quickly as possible to
cover other border crossings.","[2005, 'We believe the mandate of the OSCE Special\nMonitoring Mission in Russian territory should be\nstrengthened and expanded as quickly as possible to\ncover other border crossings.']",claim,"{2006: 'support', 2004: 'support'}"
2333,UNSC_2014_SPV.7287_spch009_FR,2130,"Those efforts testify to our collective commitment
to resolve the crisis in Ukraine.","[2006, 'Those efforts testify to our collective commitment\nto resolve the crisis in Ukraine.']",premise,{}
2334,UNSC_2014_SPV.7287_spch009_FR,2131,"But that crisis can only
be resolved if all the actors act in equal good faith.","[2007, 'But that crisis can only\nbe resolved if all the actors act in equal good faith.']",premise,{}
2335,UNSC_2014_SPV.7287_spch009_FR,2132,"We
welcome the measures taken by Ukraine to implement
its commitments, in particular the adoption by the
Ukrainian parliament of a law envisioning an interim
status of local autonomy for certain regions.","[2008, 'We\nwelcome the measures taken by Ukraine to implement\nits commitments, in particular the adoption by the\nUkrainian parliament of a law envisioning an interim\nstatus of local autonomy for certain regions.']",claim,{2007: 'support'}
2336,UNSC_2014_SPV.7287_spch009_FR,2133,"In that
regard, we would hope that the establishment of that
new status through upcoming local elections might
provide an opportunity for all parties to resolutely
commit to a de-escalation and to a solution to the crisis.","[2009, 'we would hope that the establishment of that\nnew status through upcoming local elections might\nprovide an opportunity for all parties to resolutely\ncommit to a de-escalation and to a solution to the crisis.']",claim,standalone
2337,UNSC_2014_SPV.7287_spch009_FR,2134,"Furthermore, we call on all parties to work
effectively to make it possible to hold early parliamentary
elections this Sunday, in accordance with international
standards and on all of the Ukrainian territory.","[2010, 'we call on all parties to work\neffectively to make it possible to hold early parliamentary\nelections this Sunday, in accordance with international\nstandards and on all of the Ukrainian territory.']",claim,{2011: 'support'}
2338,UNSC_2014_SPV.7287_spch009_FR,2135,"Those
elections are crucial to enable Ukraine to continue on
its necessary path of reforms.","[2011, 'Those\nelections are crucial to enable Ukraine to continue on\nits necessary path of reforms.']",premise,{}
2339,UNSC_2014_SPV.7287_spch009_FR,2136,"Those who oppose the
election would be demonstrating their rejection of
compromise and peace.","[2012, 'Those who oppose the\nelection would be demonstrating their rejection of\ncompromise and peace.']",claim,{2011: 'support'}
2340,UNSC_2014_SPV.7287_spch009_FR,2137,"The elections on Sunday are an
opportunity for a fresh start for Ukraine, for Russia and
for stability in the whole region.","[2013, 'The elections on Sunday are an\nopportunity for a fresh start for Ukraine, for Russia and\nfor stability in the whole region.']",claim,standalone
2341,UNSC_2014_SPV.7287_spch010_KR,2138,Ms.,non-arg,non-arg,non-arg
2342,UNSC_2014_SPV.7287_spch010_KR,2139,"Paik Ji-ah (Republic of Korea): I thank the
Assistant Secretary-General Fernandez-Taranco and
Assistant Secretary-General Simonovie for their
briefings.",non-arg,non-arg,non-arg
2343,UNSC_2014_SPV.7287_spch010_KR,2140,"Since the signing of the Minsk agreement, the
Republic of Korea has been closely monitoring the
situation in eastern Ukraine with the expectation that
there might be a turning point towards a political
solution to the crisis.",non-arg,non-arg,non-arg
2344,UNSC_2014_SPV.7287_spch010_KR,2141,"However, despite the overall
decrease in violence, fighting has continued to flare
up in Donetsk with daily reports of shelling and
skirmishes threatening to derail a fragile ceasefire.","[2014, 'despite the overall\ndecrease in violence']",premise,{}
2345,UNSC_2014_SPV.7287_spch010_KR,2141,"However, despite the overall
decrease in violence, fighting has continued to flare
up in Donetsk with daily reports of shelling and
skirmishes threatening to derail a fragile ceasefire.","[2015, 'fighting has continued to flare\nup in Donetsk']",claim,"{2017: 'support', 2016: 'support', 2014: 'attack'}"
2346,UNSC_2014_SPV.7287_spch010_KR,2141,"However, despite the overall
decrease in violence, fighting has continued to flare
up in Donetsk with daily reports of shelling and
skirmishes threatening to derail a fragile ceasefire.","[2016, 'with daily reports of shelling and\nskirmishes threatening to derail a fragile ceasefire.']",premise,{}
2347,UNSC_2014_SPV.7287_spch010_KR,2142,"We
are especially troubled by the report that more than 300
fatalities have been recorded since the ceasefire came
into effect.","[2017, 'We\nare especially troubled by the report that more than 300\nfatalities have been recorded since the ceasefire came\ninto effect.']",premise,{}
2348,UNSC_2014_SPV.7287_spch010_KR,2143,"Those ongoing ceasefire violations clearly
show that the risk of the re-escalation of tensions still
remains.","[2018, 'Those ongoing ceasefire violations']",premise,{}
2349,UNSC_2014_SPV.7287_spch010_KR,2143,"Those ongoing ceasefire violations clearly
show that the risk of the re-escalation of tensions still
remains.","[2019, 'the risk of the re-escalation of tensions still\nremains.']",claim,"{2017: 'support', 2018: 'support'}"
2350,UNSC_2014_SPV.7287_spch010_KR,2144,"We need to keep in mind that the slightest
provocation could once again cause the situation
to spiral further out of control.","[2020, 'We need to keep in mind that the slightest\nprovocation could once again cause the situation\nto spiral further out of control.']",claim,standalone
2351,UNSC_2014_SPV.7287_spch010_KR,2145,"In the light of such a
volatile situation on the ground, all concerned parties
must take immediate and credible steps towards the
observance of a durable ceasefire, including the full
implementation of the Minsk ceasefire memorandum.","[2021, 'In the light of such a\nvolatile situation on the ground']",premise,{}
2352,UNSC_2014_SPV.7287_spch010_KR,2145,"In the light of such a
volatile situation on the ground, all concerned parties
must take immediate and credible steps towards the
observance of a durable ceasefire, including the full
implementation of the Minsk ceasefire memorandum.","[2022, 'all concerned parties\nmust take immediate and credible steps towards the\nobservance of a durable ceasefire, including the full\nimplementation of the Minsk ceasefire memorandum.']",claim,{2021: 'support'}
2353,UNSC_2014_SPV.7287_spch010_KR,2146,"Any further incitement or provocative actions aimed at
disrupting the peace process must cease immediately.","[2023, 'Any further incitement or provocative actions aimed at\ndisrupting the peace process must cease immediately.']",claim,standalone
2354,UNSC_2014_SPV.7287_spch010_KR,2147,"In that regard, we believe that there must be effective
control and credible verification of the ceasefire as
an integral part of the implementation of the Minsk
ceasefire memorandum.","[2024, 'we believe that there must be effective\ncontrol and credible verification of the ceasefire as\nan integral part of the implementation of the Minsk\nceasefire memorandum.']",claim,standalone
2355,UNSC_2014_SPV.7287_spch010_KR,2148,"A monitoring mechanism of
an international and impartial nature, as embodied in
the Organization for Security and Cooperation Special
Monitoring Mission to Ukraine, is an indispensable
tool for verifying such cease fire commitments.","[2025, 'A monitoring mechanism of\nan international and impartial nature, as embodied in\nthe Organization for Security and Cooperation Special\nMonitoring Mission to Ukraine, is an indispensable\ntool for verifying such cease fire commitments.']",claim,standalone
2356,UNSC_2014_SPV.7287_spch010_KR,2149,"At
the same time, the safety and security of international
personnel under difficult and challenging conditions
must be fully guaranteed by all actors on the ground.","[2026, 'the safety and security of international\npersonnel under difficult and challenging conditions\nmust be fully guaranteed by all actors on the ground.']",claim,standalone
2357,UNSC_2014_SPV.7287_spch010_KR,2150,"We also take this opportunity to reiterate our full
support for the work of the United Nations Human
Rights Monitoring Mission in Ukraine.","[2027, 'We also take this opportunity to reiterate our full\nsupport for the work of the United Nations Human\nRights Monitoring Mission in Ukraine.']",claim,{2030: 'support'}
2358,UNSC_2014_SPV.7287_spch010_KR,2151,"As its recent
report elaborated in detail, the protracted fighting in
eastern Ukraine has resulted in further deterioration
of the human rights and humanitarian situations,
which continue to be a source of deep concern.","[2028, 'As its recent\nreport elaborated in detail, the protracted fighting in\neastern Ukraine has resulted in further deterioration\nof the human rights and humanitarian situations,\nwhich continue to be a source of deep concern.']",claim,"{2030: 'support', 2029: 'support'}"
2359,UNSC_2014_SPV.7287_spch010_KR,2152,"We
are particularly disheartened that there have been
over 3,000 casualties to date, and a large number
of internally displaced persons, whose situation
becomes increasingly precarious with the onset of the
winter.","[2029, 'We\nare particularly disheartened that there have been\nover 3,000 casualties to date, and a large number\nof internally displaced persons, whose situation\nbecomes increasingly precarious with the onset of the\nwinter.']",premise,{}
2360,UNSC_2014_SPV.7287_spch010_KR,2153,"Moreover, reports of widespread human rights
violations by illegal armed groups, involving killings,
abductions, arbitrary detention and torture, speak to
the urgency of bringing perpetrators to justice and
establishing accountability.","[2030, 'reports of widespread human rights\nviolations by illegal armed groups, involving killings,\nabductions, arbitrary detention and torture, speak to\nthe urgency of bringing perpetrators to justice and\nestablishing accountability.']",premise,{}
2361,UNSC_2014_SPV.7287_spch010_KR,2154,"With important elections scheduled for 26 October,
we would like to reiterate that an inclusive political
process is the essential foundation for a stable and
democratic future for all Ukrainian people.","[2031, 'With important elections scheduled for 26 October,\nwe would like to reiterate that an inclusive political\nprocess is the essential foundation for a stable and\ndemocratic future for all Ukrainian people.']",premise,{}
2362,UNSC_2014_SPV.7287_spch010_KR,2155,"In that
regard, we welcome the progressive steps taken by the
Ukrainian Government in implementing the provisions
of the Minsk ceasefire memorandum, notably the
adoption ofa draft law on amnesty and special status for
the eastern region, which is an important step towards
a more inclusive political process, which we hope can
provide a sound basis for the de-escalation of tensions.","[2032, 'we welcome the progressive steps taken by the\nUkrainian Government in implementing the provisions\nof the Minsk ceasefire memorandum, notably the\nadoption ofa draft law on amnesty and special status for\nthe eastern region, which is an important step towards\na more inclusive political process, which we hope can\nprovide a sound basis for the de-escalation of tensions.']",claim,{2031: 'support'}
2363,UNSC_2014_SPV.7287_spch010_KR,2156,"In conclusion, the Republic of Korea supports the
ongoing diplomatic efforts towards the stabilization
of Ukraine, including the recent meetings on the
sidelines of the Asia-Europe summit in Milan.","[2033, 'the Republic of Korea supports the\nongoing diplomatic efforts towards the stabilization\nof Ukraine, including the recent meetings on the\nsidelines of the Asia-Europe summit in Milan.']",claim,standalone
