Component,Label
"since Ukraine has embarked on the path of reform, it has been constrained in moving forward. ",claim
"The separatist agitation helped from outside the country has spread to the eastern part of Ukraine, first in Crimea - annexed in violation of the law - and then in the Donbas region, causing disturbances, human rights violations and a serious humanitarian situation. ",premise
We condemn in the strongest terms this interference in Ukrainian internal affairs ,claim
which has taken place with flagrant disregard for its sovereignty and territorial integrity. ,premise
"As occurred in Crimea in March, so-called elections were held on 2 November by the separatists in the part of Donbas that they occupy. ",premise
"These elections violate the letter and the spirit of the Minsk protocol, which provides for local elections in accordance with Ukrainian law. ",premise
It is essential to quickly reach full compliance with the ceasefire and pursue further negotiations on the provisional status of the regions of the east. ,claim
"These agreements remain a good basis forbringing about an end to the crisis based on three principles: respect for the ceasefire, monitoring of the eastern border of Ukraine, and political discussions for the purposes of finding a lasting solution. ",claim
The priority now must be to remain on the path of dialogue and to continue the implementation of the agreements. ,claim
"Our goal is to bring Ukrainians, separatists and Russians to the negotiating table in order to stop the escalation. ",claim
That is a crucial aspect of the Minsk protocol. ,claim
"Military movements last weekend at the Russian- Ukrainian border, confirmed by the Organization for Security and Cooperation in Europe (OSCE), are cause for great alarm in that respect. ",premise
Several dozens of military vehicles including tanks entered Ukraine in recent days. ,premise
The strengthening of the military presence of the separatists and the proliferation of troop movements have raised fears of renewed fighting on a larger scale. ,premise
The announcement of the creation of a Donbas army and a general mobilization is particularly worrying. ,premise
The separatists and their supporters must prove they are ready for dialogue and the search for peace. ,claim
"In this context, we call once again for Russia to prevent the transfer of arms and men across its border and to use all its influence on the separatists so that the ceasefire is fully respected. ",claim
The issue of monitoring the Russian-Ukrainian border remains a focal point for reaching a political solution to the crisis. ,claim
We expressed our readiness to provide the OSCE with our surveillance capabilities. ,claim
The utility of drones has been shown in that they can be alternative and exclusive sources of information. ,premise
We are in discussions with our Russian and Ukrainian partners on the subject. ,premise
"These discussions are difficult, but they are crucial if there is to be progress. ",claim
We also believe that the mandate of the OSCE mission in Russian territory should be strengthened and expanded as quickly as possible to other border posts. ,claim
"In this context, our political approach is based on firmness and dialogue. ",claim
The sanctions are not intended to punish but to encourage dialogue. ,claim
"Sanctions are a tool, but they are not the only one. ",claim
The conclusion of the negotiations on the supply of natural gas 10 days ago ,premise
a sign that some progress can be achieved through dialogue. ,claim
"Europe gave a clear alternative - heavier sanctions if the destabilizing actions continued and worsened, or a re-examination of the question if the situation on the ground bears witness to a real implementation of the agreements of 5 September. ",claim
It is high time that we all rally in favour of de-escalation and the re-establishment of good-neighbourly relations between independent and sovereign States. ,claim
No one has interest to fan the flames and return to the rhetoric of another century. ,premise
We regret that the Council has had to be convened today and express our deep concern at the further escalation of the crisis in the east and south of Ukraine. ,premise
We are concerned about information with respect to a possible foreign military support in eastern Ukraine and what the Organization for Security and Cooperation in Europe (OSCE) has told us. ,premise
"It is urgent that the ceasefire be fully respected, monitored and verified by the OSCE Special Monitoring Mission, in accordance with the provisions of the Minsk agreements. ",claim
"We trust that all the parties will be able to implement the Minsk agreement, ",claim
which is an inclusive political instrument aimed at achieving peace and calm for the entire population of eastern Ukraine. ,premise
"We regret the worsening security situation in the east of the country which has had serious consequences for the civilian population, which continues to suffer violations and human rights abuses from all actors. ",premise
"It is urgent that the increasing humanitarian needs in south-eastern Ukraine be addressed, as the Office for the Coordination of Humanitarian Affairs and other United Nations agencies have pointed out. ",claim
The dramatic increase in the number of internally displaced persons is one of the most disturbing elements. ,premise
The delivery of humanitarian assistance must go forward without delay and in accordance with humanitarian principles. ,claim
"The efforts of the international community must be harnessed in support of the host Government, which bears the primary responsibility for assistance and protection. ",claim
"We stress the importance of strengthening the rule of law and the obligation to respect the sovereignty, independence and territorial integrity of Ukraine, in accordance with the Charter of the United Nations, General Assembly resolution 68/262 and international law. ",claim
It is also necessary to observe the principle of non-intervention and non-interference in the internal affairs of another State. ,claim
"Finally, we urge the parties to seek a peaceful solution to this crisis through direct political dialogue, exercise restraint and refrain from unilateral actions that could increase tensions. ",claim
We reiterate our support for the efforts that the Secretary-General and the United Nations continue to undertake to resolve the situation in Ukraine. ,claim
An undeclared war is being waged by Russia against Ukraine. ,claim
it is barely making the world's headlines ,claim
because it is slow and creeping ,premise
"a few more metres of captured land, a few more explosions, a few more Russian tanks, a few more dead at a time. ",premise
"Russia is doing its best to resuscitate the bygone era of division and brinkmanship, continuing its aggression against Ukraine, buttressed by bogus claims of defending Russian speakers from the advances of fascism and by outlandish accusations against Europe and the West. ",claim
"The abduction of an Estonian intelligence officer on the Estonia side of the border and of a Ukrainian pilot in Ukraine; the alarming rise in the intensity and gravity of provocations involving Russian reconnaissance and fighterjets over an increasing territory, from the Baltic Sea region to Portugal, the United States, Canada and Japan ",premise
all point to a more aggressive unilateral Russian military posture going well beyond Ukraine's borders. ,claim
The conflict in Ukraine is not an internal affair. ,claim
It is neither a civil war nor a rebellion of disgruntled citizens. ,claim
"It is Russia's war against Ukraine for daring to choose a different, European path. ",claim
"Sponsored by the Kremlin, the illegal armed separatists, many of whom carry Russian passports, have inflicted heavy damage on the Ukrainian forces and civilian population before and during the ceasefire, using sophisticated weaponry, tanks, multiple rocket launchers and heavy artillery. ",premise
Ukraine honoured the ceasefire agreement ,claim
Russia-backed separatists used the time to rearm and grab more territory. ,claim
those illegal armed groups are probably better armed than some of the smaller European armies ,claim
all thanks to Russia's continued support and supplies. ,premise
"We are profoundly worried by the recent reports of the Organization for Security and Cooperation in Europe (OSCE) Special Special Monitoring Mission in Ukraine, registering unmarked convoys of trucks carrying substantial amounts of heavy weaponry, ammunition, Grad multiple-launch rocket systems and howitzers, as well as armoured personnel carriers and tanks, moving cross the border and westwards inside the separatist held areas. ",premise
"That is a clear and blatant violation of the ceasefire agreement, which called for the withdrawal of Russian weapons and troops from Ukraine and a sealing of the border under international observation. ",claim
"Russia single-handedly prevented the expansion of such a presence on the border, as a result of which OSCE observers monitor only 2 kilometres of the Russia-Ukraine border out of a total of 400 kilometres. ",premise
The holding by the separatists ofillegal elections in eastern Ukraine is another clear violation of the Minsk agreements. ,claim
"Russia alone endorsed those sham elections and even arranged the presence of ""observers"" - a bunch of hard-line nationalists, Nazi sympathizers and xenophobes, tried and tested in the illegal plebiscite in Crimea. ",claim
"If Council members google the name of Mateusz Piskorski, they will find him posing in front of a swastika flag. ",premise
"Frank Creyelman is an open xenophobe, known for demanding amnesty for those who collaborated with the Hitler regime during the Second World War. ",premise
Marton Gyongyosy once suggested that Hungarian Jews should be tallied up because they pose a threat to the State. ,premise
Srda Trifkovie is defender of Slobodan Milosevic and an Islamophobe. ,premise
Ewald Stadler is known for delivering one of the most racist speech ever in a European parliament. ,premise
"It is with the help of such odious characters that Moscow is ""fighting Fascism"" in Ukraine. ",claim
Ukraine's population squarely rejected the extreme forces during the recent national elections. ,claim
the myth of Ukraine's fascist junta continues to be advanced by Russia's propaganda machine. ,claim
"since Russian troops ""liberated"" Crimea, the human rights situation in the region has deteriorated dramatically ",claim
the separatist-held regions in eastern Ukraine have been repeatedly described by United Nations human rights reports as an abyss of lawlessness and criminality. ,claim
"Russia's disdain for the internationally accepted norms of behaviour, international law and the Charter of the United Nations is astounding, including the manipulation of all things humanitarian. ",claim
the seventh convoy now to be sent into Ukraine without Ukraine's consent and in violation of Ukraine's borders. ,claim
"While the humanitarian needs in the region have not diminished and remain dire, the armed separatists have been gaining ground with each new convoy. ",premise
"the cost of Russia's aggression against Ukraine is some 400,000 displaced, at least 4,000 killed, over 9,000 wounded, and some 5.2 million people living in conflict-affected areas. ",premise
The result of Russia's aggression against Ukraine ,claim
Russia's own young men returning home dead and anonymous in the notorious Cargo 200 boxes. ,premise
"The Geneva statement, the Berlin joint declaration, the Minsk protocol and Minsk memorandum are the latest additions to the long list of documents and treaties that Russia has breached, from the 1991 Alma- Ata Declaration, the 1994 Budapest Memorandum on Security Assurances, the 1997 Black Sea FleetAgreement Between the Russian Federation and Ukraine, and the Charter of the United Nations itself. ",premise
Only a full and sustainable return to the ceasefire by all parties can defuse this increasingly bloody crisis before it gets completely out of hand ,claim
"with Russian troops amassed near Ukraine's borders and increasing military movements in separatist held areas, ",premise
could happen at any time ,claim
"Ukraine has been doing its part, and must continue to do so, by pursuing a wide range of necessary reforms, fighting corruption and reaching out to the affected regions to rebuild popular trust in the national Government. ",claim
"The onus, however, is on Russia and its militant proxies in eastern Ukraine to do theirs. ",claim
"Russia must stop threatening its neighbours, accept the spirit and letter of the Minsk agreements and allow unhindered international monitoring of the Ukrainian- Russian border. ",claim
Russia must disown the separatists and condemn all attempts on the part of the self-proclaimed leaders to create parallel power structures in eastern Ukraine. ,claim
"it must also withdraw its equipment, weapons and troops from Ukrainian territory and seal its borders to the movement of arms and mercenaries into the separatist-held areas. ",claim
A peaceful settlement of the crisis in eastern Ukraine is squarely in Russia's hands. ,claim
"It bears full responsibility for the further escalation of the situation, and for creating another frozen conflict in Europe. ",claim
Attempts to redraw Europe's borders by military force 25 years after the fall of the Berlin Wall are criminal and undermine the very foundations on which the United Nations is built. ,claim
stresses the importance of ensuring their continuing reporting and presence in the conflict-affected area ,claim
"Providing an objective, unbiased alternative narrative is critical ",claim
Russia's propaganda machinery expands its reach. ,premise
"My delegation reiterates its full support to Ukraine's independence, sovereignty, unity and territorial integrity. ",claim
Ukraine's European choice is not an imposition from the outside. ,claim
"It is the choice of the Ukrainian people who a year ago showed clearly that they have had enough of corruption, enough of cronyism, enough of kleptocracy. ",premise
That choice was reaffirmed in the recent national elections and must be respected by all. ,claim
"we believe that inviting international players acting under an OSCE mandate to Security Council meetings is not totally appropriate, not to mention that it distracts them from their direct obligations and unnecessarily politicizes practical activities. ",claim
"The fact that inviting them was for precisely that purpose has been confirmed by the statements we have heard today by several Council members, who have used our platform and the OSCE representatives not to constructively seek a solution to an internal Ukrainian crisis, but rather to make another foray into propaganda, with new flourishes. ",premise
The situation in the Donetsk and Luhansk provinces unquestionably remains tense. ,claim
The ceasefire regime is not being fully complied with ,claim
the withdrawal of heavy weaponry and equipment has not begun ,claim
during the entire period of the ceasefire we have seen Ukrainian forces concentrated along almost all the front lines. ,premise
"that concentration of the Ukrainian forces is taking place very close to the cities of Donbas, which the rebels are forced to protect. ",premise
there have been clashes between the parties along the front lines. ,claim
Innocent civilians are being killed every day ,claim
There is systematic shelling in residential areas of Donetsk near the airport. ,claim
"On 6 November, a mortar shell launched from that neighbourhood in a north-westerly direction - which has been confirmed by the OSCE monitors - fell on a Donetsk sports school soccer field, killing two boys and injuring three. ",premise
Cluster munitions fired from the same position at the beginning of October killed some workers from the International Committee of the Red Cross. ,premise
the strengthened rebel positions the OSCE monitors have seen are in areas that are under constant attack by the armed forces. ,claim
Kyiv's fear of the rebel forces is so great ,premise
in order to justify their failures and the massive deployment ofpeople and equipment to the front ,premise
we are once again hearing loud assertions about Russia sending weapons and members of its regular army. ,claim
In the Western capitals and through NATO they are shouting pronouncements about virtual deployment of convoys and fighters from Russian territory. ,premise
"But no one is presenting any real facts to confirm such assertions, because this is all empty talk and the usual propagandistic lies. ",premise
"the Russia-Ukraine border is subject to particularly careful attention and observation and is easy to monitor, including from space. ",claim
we are discouraged by the almost complete lack of reaction from the OSCE Mission concerning the movements and strengthening of positions of the Ukrainian armed forces and its other armed sub-divisions ,claim
But on 9 November heavy artillery and tanks entered Karlivka ,premise
"on 8 November Grad and Uragan multiple-launch rocket systems and Scud missile launchers arrived in the Luhansk area, and a group of 500 Ukrainian military entered the Krasna Talivka district in the Luhansk region. ",premise
"On 7 November, 32 tanks approached the eastern outskirts of Horlivka, while 13 tanks, 15 Shilka self- guided anti-aircraft guns, 7 Tochka-U tactical missile launch systems, 6 Grad multiple launch rocket systems and a Smerch multiple rocket launcher headed for Artemivsk. ",premise
On 6 November a tank convoy entered the outskirts of Yasynuvata in Donetsk province. ,premise
Those are statistics. ,premise
Why are these facts not being talked about? ,premise
It must be clear to everyone that the lack of information on this in the OSCE report creates a false and provocative picture of what has happened. ,claim
"We believe that the full, thorough compliance of the parties to the conflict with the Minsk agreement is essential. ",claim
he first major issue is establishing a genuine ceasefire that both sides would observe responsibly. ,premise
"No less important, however, are the elements of the agreements concerning the decentralization of authority and establishing an inclusive nationwide dialogue and measures for improving the humanitarian and economic situation in Donbas. ",premise
But the Ukrainian authorities are doing none of those things. ,claim
We are concerned about President Poroshenko's decision to recall the law on a special status for specific areas of Luhansk and Donetsk provinces. ,premise
"After all, that is a cornerstone of the Minsk agreements, which will essentially be made completely null and void. ",premise
the law could have become a basis for further talks between Kyiv and the rebels. ,claim
"Kyiv also failed to implement another important provision of the Minsk agreement, the law granting amnesty to those who have participated in the events. ",claim
it appears that the Chair of the Verkhovna Rada is proposing that it be rescinded. ,premise
No guarantees of personal security for participants in the consultations were provided. ,premise
"we find that instead of taking measures to rebuild Donbas, the Ukrainian Government has established a new order for financing its budgetary institutions and meeting social and pension payments ",premise
they have simply been cancelled ,claim
"we reject any accusations directed at Russia's efforts to send humanitarian convoys carrying food, medicines and building materials to Donetsk and Luhansk. ",claim
such accusations are simply amoral. ,claim
And we have had enough of the fabrications and distortions on this subject. ,claim
"Kyiv is informed about every humanitarian convoy fully and in good time, but getting its cooperation is problematic. ",claim
The Russian Federation respects the will of the people of the south-east as they have expressed it. ,claim
"the elections were conducted in an orderly way and oter turn-out was high, and certainly not forced at gunpoint. ",claim
It is particularly important that the elected representatives received a mandate to resolve the practical issues of restoring normal life in the region. ,premise
They pose no threats to the Minsk agreements and the peace process. ,claim
"they present a unique opportunity for launching a sustainable dialogue between the central Ukrainian authorities and the representatives of Donbas, with the goal of finding comprehensive political solutions that can eliminate the accumulated disagreements. ",claim
there is no alternative to an inclusive dialogue conducted on a mutually respectful and equal basis. ,premise
"It is high time for Kyiv to fulfil the obligations it undertook in Geneva, particularly given that it now has representative partners in the negotiations. ",claim
the situation in eastern Ukraine has now deteriorated much further. ,claim
"As Assistant Secretary-General Toyberg-Frandzen has just told us, the ceasefire is ""under continuous and serious strain"" and Minsk is ""in jeopardy"". ",premise
"Ambassador Tagliavini spoke of the ""blunt disregard for commitments undertaken in Minsk"". ",premise
"We have seen consistent and credible reports of Russian- supplied military reinforcements, including heavy weapons and tanks, moving to the front line of the conflict in eastern Ukraine. ",premise
"The OSCE Chief Monitor, Ambassador Apakan, has just described three separate sightings of such convoys by OSCE monitors. ",premise
"We must all be seriously concerned at these further escalations in eastern Ukraine and at Russia's ongoing violations of the Minsk protocols, particularly its failure to withdraw all its personnel from Ukraine. ",claim
"And, in further violation of the Minsk protocols, the Organization for Security and Cooperation in Europe (OSCE) has been prevented from monitoring adequately the Ukraine/Russia border, where Russian troops appear - once again - to be massing in significant numbers. ",claim
"As Assistant Secretary-General Toyberg- Frandzen has just told us, failure to secure the border is a threat to peace. ",claim
This is all ominously reminiscent of the situation prior to Russia's purported annexation of Crimea. ,premise
We have seen this positioning before. ,claim
These recent developments come against the backdrop of the so-called elections in eastern Ukraine. ,premise
"These illegitimate, pseudo-elections have been widely condemned around the world, including by the Secretary-General. ",claim
"They were another direct contravention of the Minsk protocol, which clearly states that elections must be held ""in accordance with the law of Ukraine"". ",premise
Australia welcomes the legitimate parliamentary elections that were held in Ukraine on 26 October. ,claim
"It is wrong, of course, that people in Crimea and many in the separatist-controlled territories in eastern Ukraine were unable to exercise their democratic right to vote. ",premise
We commend the Ukrainian authorities for their efforts to enfranchise as many people as possible in these very difficult circumstances. ,claim
The Jordanian representative a few moments ago mentioned the risk from the deteriorating security situation to access to the MH-17 crash site. ,premise
I must emphasize that Australia remains determined to do all it can to bring those responsible for the downing of MH-l7 to justice. ,claim
We are committed to making a full international return to the MH-l7 crash site when it is safe to do so and in the company of our Dutch and Malaysian partners. ,claim
"This can, however, happen only if Russian-backed and Russian- armed separatists comply with the ceasefire. ",claim
"More broadly, adherence to the ceasefire and to the commitments made in the Minsk protocol is essential to move to a lasting political solution in Ukraine, which must be based on respect for Ukraine's sovereignty and territorial integrity. ",claim
"But without a genuine engagement from Russia, this plan will obviously come to nothing. ",claim
Russia's persistent campaign of deliberate destabilization. ,claim
Russia's actions are continuing to fuel the unrest and are undermining the territorial integrity and sovereignty of Ukraine. ,claim
"The Russian economy is already paying a heavy price for that action, and any further actions can only inevitably lead to even greater consequences for Russia. ",claim
Russia must withdraw all support to  the separatists; remove all its personnel and assets from Ukraine; and engage in genuine dialogue with Ukraine. ,claim
The OSCE must also be allowed to do its job and monitor unimpeded the Ukraine/Russia border as set out in the Minsk protocol. ,claim
Russia's continued refusal to heed the international community's call to de-escalate the crisis can only lead to Russia's further isolation. ,claim
"I drew the attention of the Council to the dangerously deteriorating security situation in the eastern part of Ukraine, which threatens our territorial integrity and shows a tendency to transform into a ""frozen conflict"", and thus continues to be a challenge to peace and stability in the whole of Europe and beyond. ",claim
Ukraine remains devoted to the settlement of the conflict through diplomatic means. ,claim
"The establishment of a Trilateral Contact Group of senior representatives of Ukraine, the Russian Federation and the Organization for Security and Cooperation in Europe (OSCE) Chairman-in-Office is aimed at finding a political and diplomatic solution to the crisis. ",premise
"The Group held several meetings, including those in Minsk, on 5 and 19 September. ",premise
"The agreements reached at those meetings - a protocol and a memorandum dated 5 and 19 September, respectively - were supposed to become an important step towards a sustainable, mutually agreed ceasefire, a secure Russian/Ukrainian border and the return of peace and stability to eastern Ukraine, with the establishment of a special status zone, which is to be empowered with strong local self-government under Ukrainian law. ",premise
"The commitment to the implementation of the agreements was confirmed during the high-level meeting held in Milan on 17 October, in which the President of the Russian Federation participated. ",premise
"Despite their claims, the separatists and the Russian Federation, as their sponsor, continue to commit gross violations of the Minsk agreements. ",claim
"The first point is that we agreed in Minsk on an immediate bilateral ceasefire and the withdrawal of illegal armed groups, military equipment and fighters and mercenaries from the territory of Ukraine. ",premise
"In breach of all of the agreements, militants backed by Russian regular forces continue to shell the Ukrainian military as well as civilian locations, in particular using Grad and Smerch systems. ",premise
"Since 5 September, Ukrainian forces and civilians have been shelled over 2,800 times. ",premise
A total of 131 Ukrainian servicemen have been killed and more than 568 have been wounded. ,premise
At least 65 civilians lost their lives. ,premise
"Militants inspired by Russia are disregarding efforts to set up the touchline and continue to conduct offensive operations, trying to expand the area under their control. ",premise
"The large-scale recruitment and training of militants is taking place in the area of Donbas, which is temporarily out of Ukrainian Government control, as well as on the Russian side of the border. ",premise
"Another clear indication of violation of the Minsk agreements is the large amount of heavy weaponry, along with personnel and fuel, that after 5 September illegally entered Ukraine from Russian territory. ",premise
A dangerous shipment of illegal armament supplies from Russia to militants was observed by Ukraine and the OSCE in the past few days. ,premise
"On 6 November, Ukrainian authorities detected the large-scale movement of heavy weaponry from Russian territory to the town of Krasny Luch in Ukraine: two columns, including 32 tanks, 16 howitzers and 30 Kamaz trucks, with soldiers and ammunition. ",premise
The OSCE confirmed on 8 November the movement of two columns of 50 fully loaded trucks. ,premise
Almost every truck had an artillery mount in tow. ,premise
"On 9 November, the OSCE recorded a convoy of 17 trucks 15 kilometres to the east of Donetsk. ",premise
Five trucks transported Grad systems. ,premise
"On 10 November, the OSCE spotted another convoy of 17 trucks that supplied the terrorists with 122-millimetre howitzers and radio-location stations. ",premise
"On the same day, a second convoy of trucks, three of which carried radio-location stations, illegally crossed the border. ",premise
"Yesterday, the OSCE recorded a convoy of 43 trucks in the eastern part of Donetsk. ",premise
Five of these trucks carried 122-millimetre howitzers and five others carried Grads. ,premise
A Pantsir-l anti-aircraft missile and gun system was spotted in the vicinity of the militants' checkpoint near the town of Novoazovsk. ,premise
Illegal Russian convoys with heavy weapons are reported literally every day. ,premise
The Russian delegation insisted today that its Government does not provide any military assistance to the separatists in Ukraine. ,premise
"This means that someone else besides the State has missiles, tanks and guns, and is supplying them to the illegal armed groups in Ukraine. ",claim
It means that somebody else in Russia has attack aircraft and helicopters that are continually violating our State air border. ,claim
The Russian delegation keeps saying that the Russian armed forces and military equipment have never crossed the borders of Ukraine. ,premise
"Does this mean that it is not the Russian Federation's border guard that controls its side of the Ukraine-Russia border, but someone else who is permitting the illegal crossing of military convoys? ",claim
Ukraine is surrounded by a huge amount of armaments and troops. ,claim
"We demand that Russia explain here and now why it needs to maintain 200 tanks, 1,600 vehicles, 640 artillery units, 191 attack aircraft and 121 attack helicopters on our borders. ",claim
"The illegal movement of cargo from the territory of the Russian Federation through the State border, which the Russian delegation today characterized as humanitarian aid, to the civilians of the Donetsk and Luhansk regions, is also a matter of deep concern to Ukraine. ",claim
"It was organized without seeking the official consent of the Ukrainian side, without completing the necessary border and customs procedures by the relevant Ukrainian authorities, and without coordinating with the International Committee of the Red Cross for its representatives to accompany the cargo, in breach of the national legislation of Ukraine and the agreements reached earlier. ",premise
The latest so-called humanitarian convoys crossed the State border of Ukraine on 31 October and 2 and 4 November. ,premise
"We demand that the Russian Federation stop using the issue of humanitarian aid as a cover for delivering illegal supplies of troops, mercenaries and weapons to eastern Ukraine. ",claim
"Contrary to these hostile actions and Russian propaganda myths, Ukrainian forces are observing the ceasefire regime. ",claim
They make every effort to avoid full-scale military actions and use weapons only to defend themselves against militants' attacks. ,premise
Let me say very clearly that the only reason why open war has not started yet in the east of Ukraine is because of Ukraine's restraint. ,claim
"We remain committed to a peaceful settlement and the Minsk arrangements, and urge Russia to do the same. ",claim
Ukraine has rendered all necessary assistance to the OSCE Special Monitoring Mission in Ukraine to effectively implement its mandate. ,claim
"Russian-supported militants have not extended security guarantees to OSCE personnel in all areas that they control, and obstruct the Mission's monitoring activities. ",claim
"Moreover, in order to hide its violations, the Russian military uses cutting-edge electronic technology to jam OSCE drones, thereby disturbing monitoring efforts in the region in spite of the Minsk agreements. ",premise
The Russian side has also refused tojoin the consensus on the proposed expansion of the mandate of the existing OSCE observation mission at two Russian border checkpoints to all Russian checkpoints along the 400-kilometre section of the border in the Donetsk and Luhansk regions. ,premise
"With the Mission's mandate set to expire on 23 November, we urge the Russian side to demonstrate a clear commitment to the peaceful resolution of the crisis in the eastern Ukraine by agreeing to allow OSCE observers to conduct their monitoring activities at all border crossings with Ukraine and along the entire length of the border in the area. ",premise
Why is there such a stark difference in the approaches adopted by Ukraine and Russia to the role that the OSCE monitors can play in the current situation? ,premise
Ukraine is open to transparent monitoring and control. ,claim
Russia and its puppets are not. ,claim
We agreed in Minsk to adopt the Ukrainian law on provisional arrangements for local government in some areas of Donetsk and Luhansk oblasts - the law on special status - and to ensure within the provisions of that law early local elections in some areas of Donetsk and Luhansk oblasts. ,premise
The new law was adopted by the Ukrainian Parliament on 16 September. ,premise
"According to that law, local elections in some areas of Donetsk and Luhansk regions were scheduled for 7 December and were intended to produce legitimate local self- governance that would make proper use of enhanced powers, engage in an inclusive national dialogue and ensure the reconstruction of Donbas, which has been severely damaged by the military activities of illegal armed groups. ",premise
Ukraine rejects any rumours about alleged additional agreements on this issue. ,claim
"What was agreed was signed and what was signed was published, including the OSCE press releases. ",premise
These so-called elections were conducted in violation of Ukrainian legislation and international standards and contrary to the third and ninth articles of the Minsk protocol. ,claim
By opting to recognize the illegal and illegitimate so-called elections in certain areas of Donbas ,premise
Russia has chosen time and again to violate the norms of international law and fundamental OSCE principles and commitments. ,claim
It has chosen to act in breach of the Minsk agreements. ,claim
We are very concerned by the approach of the Russian Federation that consists in manipulating peoples' right to self-determination. ,premise
"Once again, it has, as we saw in Crimea, only one priority - to feed separatism and create frozen conflicts in sovereign States that Russia treats as zones of national interest. ",claim
"That is why neither Ukraine nor the international community will ever recognize the illegal referendum in Crimea or the illegal pseudo-elections in certain areas of the Donetsk and Lugansk regions, whatever their outcomes. ",claim
"Illegal elections and continuous violations of the ceasefire regime by militants, as well as a sharp increase in the illegal supply of weapons and military equipment across the border by the Russian Federation, have seriously undermined the Minsk process towards a peaceful settlement. ",claim
They undermine any trust placed in signatories who fail to keep their word. ,claim
"Kyiv has confirmed its commitment to continuing to observe the ceasefire regime in line with the Minsk agreements, and called on all involved in the process to swiftly resume settlement efforts. ",claim
We are seeking to make use of all possible mechanisms to forge a peaceful solution to the situation. ,claim
"We call on Russia, the European Union and the United States to meet together in the Geneva format in order to send a clear and consolidated message as well as strong impetus to the parties concerned to strictly adhere to the letter and spirit of the Minsk agreements. ",claim
we will not yield to Russia's attempts to compel implicit international recognition of the ring leaders of illegal entities in the Donbas by inviting them to this meeting. ,claim
We continue to demand that the Russian Federation stop backing illegal armed groups; immediately and strictly comply with the Minsk agreements by withdrawing its military forces and weaponry from the territory of Ukraine; establish joint customs and border control; release all Ukrainian hostages captured by Russian forces and their proxies; and stop its protracted military exercise in close vicinity to our borders. ,claim
We continue to call on the Council to finally assume its Charter responsibility for the maintenance of international peace and security in order to put an end to the Russian aggression against Ukraine. ,claim
"First, I have said, and I repeat, that of course the ceasefire and the normalization of the situation are the key tasks, but they require trust. ",claim
"When we heard the statements of Ukraine's representatives in late October, early November and more recently, we were convinced that Kyiv was not committed to a diplomatic solution to the conflict. ",premise
"From the very beginning, the Kyiv authorities have made no secret of the fact that the ceasefire would be used for a realignment of forces and the pursuit of military activities. ",premise
"He said:  ""The ceasefire and the achievement of peace are going to work in our favour. ",premise
All four tank factories are working three shifts. ,premise
Several hundred armed vehicles have been fully rebuilt and have entered the anti-terrorist operation area. ,premise
"We need the ceasefire regime to receive high-tech equipment and military and financing assistance from the West."" ",premise
"Markiyan Lubkivsky, an adviser to the head of the Security Service of Ukraine, also said on the national radio, on 2 November and again on 7 November:  ""Sooner or later, we are going to have to engage in very proactive activities"" and that ""we will need three or four years to resolve the situation. ",premise
We think we could win this war based on the Croatian scenario. ,premise
"In 1991, Croatia began the war and it ended in 1995 as a result of successful special operations."" ",premise
"As we can see, there is not a single word about the implementation ofthe Minsk agreement here, just about a victory on the battlefield. ",claim
"Secondly, of course some activities do not help the situation from the Ukrainian perspective. ",claim
"For example, with respect to the serious matter of the delimitation of territory, an agreement had been almost 80 per cent concluded. ",premise
"Then suddenly on 28 October, the Ukrainian representative General Dumansky, without offering any reasons, annulled an accord in which over 80 per cent of the lines of opposing forces had been delimited. ",premise
"Those are horrific numbers; they are very striking, even to me. ",premise
I am ready to respond to that question in a more specific manner. ,claim
It will be agreed that the equipment and the Russian armed forces are on the territory of my country and are not threatening Ukraine. ,claim
They are not leaving my country. ,claim
"Thus, inciting such emotions in the Security Council, as if there were going to be such huge attack on Ukraine, does not help the constructive discussions that all here are counselling and that we too endorse. ",claim
"Why, despite the promises, are huge amounts of armaments and personnel - around 49,000 people - still positioned along the Ukrainian border? ",premise
This is about trust. ,claim
What are the troops doing? ,premise
"They have been carrying out exercises since February or March, without explanation. ",premise
That is about trust. ,claim
Both Russia and the Russian-sponsored illegal militants persist in interpreting the ceasefire in their own twisted way: Ukraine must cease while the militants can continue to fire. ,premise
I believe that no one in this Chamber has any doubt that a country under attack would do its utmost to protect itself. ,claim
"In the face of aggression, it is the inherent right of each and every State to defend its land and its people. ",premise
"That is exactly what Ukraine is doing - defending itself in the face of the ongoing attacks against its unity, sovereignty, and territorial integrity. ",claim
"Time and again in recent months, its leadership has sought to salvage the ceasefire with new proposals, new deadlines and new periods of silence. ",claim
"The militants, however, have benefited from Ukraine's restraint by regrouping, rearming and grabbing more land. ",claim
"Since the start of the ceasefire, the militants have captured an extra 550 square kilometres of Ukrainian territory between Donetsk and Mariupol and, according to their commanders, have no intention of stopping. ",premise
"In spite of the many calls of the international community to close its borders to the illegal flows of arms and foreign fighters, Russia's borders remain wide open to the flow of deadly weaponry and soldiers of fortune. ",premise
"Here is a typical excerpt from the 16 January report of the smm of the Special Monitoring Mission (SMM) of the Organization for Security and Cooperation in Europe (OSCE):  ""The SMM. saw three unmarked trucks towing three D-3O 122-mm howitzers on the southern edge of Donetsk city, travelling west past a 'DPR'-controlled checkpoint. ",premise
