text,label
we are going to make sure that we manage chronic illnesses like diabetes and heart disease that cost a huge amount but could be prevented,Claim
weve got to put more money into preventive care,Claim
this will cost some money on the front end,Premise
over the long term this is the only way that not only are we going to make families healthy,Claim
its also how were going to save the federal budget,Claim
we cant afford these escalating costs,Premise
it is a terribly painful situation for americans,Claim
theyre seeing their premiums their copays go up,Premise
fortyseven million americans are without health insurance in america today,Premise
we need to put health care records online,Claim
that will  that will reduce costs,Premise
the va does that,Premise
it really is the cost the escalating costs of health care that are inflicting such pain on working families and people across this country,Claim
we need to have more community health centers,Claim
we need to have walkin clinics,Claim
the rise of obesity amongst young americans is one of the most alarming statistics that there is,Premise
we should have physical fitness programs and nutrition programs in schools,Claim
every parent should know whats going on there,Claim
we  we need to have  we need to have employers reward employees who join health clubs and practice wellness and fitness,Claim
i want to give every american family a 5000 refundable tax credit,Claim
take it and get anywhere in america the health care that you wish,Claim
my old buddy joe joe the plumber is out there,Premise
joe senator obamas plan if youre a small business and you are able  and your  the guy that sells to you will not have his capital gains tax increase which senator obama wants if youre out there my friend and youve got employees and youve got kids if you dont get  adopt the health care plan that senator obama mandates,Premise
hes going to fine you,Claim
i dont think that joe right now wants to pay a fine when he is seeing such difficult times in americas economy,Premise
senator obama wants to set up health care bureaucracies,Claim
take over the health care of america,Claim
as he said his object is a single payer system,Premise
it is not,Claim
i just described what my plan is,Premise
im happy to talk to you joe too if youre out there heres your fine  zero,Claim
you wont pay a fine,Claim
as i said in our last debate and ill repeat john i exempt small businesses from the requirement for large businesses that can afford to provide health care to their employees but are not doing it,Premise
i exempt small businesses from having to pay into a kitty,Premise
the average family is paying an additional 900 a year in higher premiums because of the uninsured,Premise
large businesses that can afford it weve got a choice,Premise
either they provide health insurance to their employees or somebody has to,Premise
right now what happens is those employees get dumped into either the medicaid system which taxpayers pick up or theyre going to the emergency room for uncompensated care which everybody picks up in their premiums,Premise
we exempt small businesses,Claim
if you want to do the right thing with your employees and you want to provide them health insurance,Premise
well give you a 50 percent credit so that you will actually be able to afford it,Claim
you will be able to buy into the plan that i just described,Claim
if you dont have health insurance or you want to buy into a group plan,Premise
you will be taxing peoples health care benefits,Claim
thats a loss for you,Claim
the average policy costs about 12000,Premise
youve got 5000 and its going to cost you 12000,Premise
he says hes going to give you all a 5000 tax credit,Premise
that sounds pretty good,Premise
you can go out and buy your own insurance,Premise
heres the problem  that for about 20 million people you may find yourselves no longer having employerbased health insurance,Claim
younger people might be able to get health insurance for 5000 young and healthy folks,Premise
whats going to end up happening is that youre going to be the only ones left in your employerbased system your employers wont be able to afford it,Claim
once youre out on your own with this 5000 credit senator mccain for the first time is going to be taxing the health care benefits that you have from your employer,Claim
insurers right now the main restrictions on what they do is primarily state law and under senator mccains plan those rules would be stripped away and you would start seeing a lot more insurance companies cherrypicking and excluding people from coverage,Premise
that i think is a mistake,Claim
i think that this is a fundamental difference in our campaign and how we would approach health care,Claim
you will then fall into the category where youll have to pay a fine if you dont provide health insurance that senator obama mandates not the kind that you think is best for your family your children your employees but the kind that he mandates for you,Claim
95 percent of the people in america will receive more money under my plan,Claim
they will receive not only their present benefits which may be taxed which will be taxed,Claim
then you add 5000 onto it,Claim
except for those people who have the goldplated cadillac insurance policies that have to do with cosmetic surgery and transplants and all of those kinds of things,Premise
theyll be able to go across america,Claim
the average cost of a health care insurance plan in america today is 5800,Premise
im going to give them 5000 to take with them wherever they want to go,Premise
this will give them affordability,Claim
this will give them availability,Claim
this will give them a chance to choose their own futures,Claim
not have senator obama and government decide that for them,Premise
senator obama wants government to do the job,Premise
senator obama wants government to do the job,Premise
this really gets down to the fundamental difference in our philosophies,Claim
i want joe you to do the job,Premise
i want to leave money in your pocket,Claim
i want you to be able to choose the health care for you and your family,Claim
thats what im all about,Claim
weve got too much government and too much spending,Claim
the size of government has grown by 40 percent in the last eight years,Premise
we cant afford that in the next eight years,Claim
with the democrats in charge of congress things have gotten worse,Premise
theyve been in charge the last two years,Premise
under senator mccains plan there is a strong risk that people would lose their employerbased health care,Claim
you all just heard my plan,Premise
if youve got an employerbased health care plan you keep it,Claim
thats the choice youll have is having your employer no longer provide you health care,Premise
the us chamber of commerce which generally doesnt support a lot of democrats said that this plan could lead to the unraveling of the employerbased health care system,Premise
all i want to do if youve already got health care is lower your costs,Claim
that includes you joe,Premise
i would never and have never in all the years ive been there imposed a litmus test on any nominee to the court,Claim
thats not appropriate to do,Claim
i think there were a lot of decisions that were bad,Claim
i think that decisions should rest in the hands of the states,Claim
i thought it was a bad decision,Claim
im a federalist,Premise
i believe strongly that we should have nominees to the united states supreme court based on their qualifications rather than any litmus test,Claim
thats not the way we should judge these nominees,Claim
i will find the best people in the world  in the united states of america who have a history of strict adherence to the constitution,Claim
not legislating from the bench,Claim
they should be judged on their qualifications,Premise
elections have consequences,Premise
thats what i will do,Claim
there was a time a few years ago when the united states senate was about to blow up,Premise
senator obama voted against justice breyer and justice roberts on the grounds that they didnt meet his ideological standards,Premise
this is a very important issue were talking about,Premise
not because i agreed with their ideology but because i thought they were qualified and that elections have consequences when presidents are nominated,Premise
i voted for justice breyer and justice ginsburg,Premise
you chose not to because you were afraid of the appointment of quote conservative judges,Premise
you were offered a chance to join,Premise
we got together seven republicans seven democrats,Premise
republicans wanted to have just a majority vote to confirm a judge and the democrats were blocking in an unprecedented fashion,Premise
i would consider anyone in their qualifications,Claim
i do not believe that someone who has supported roe v wade that would be part of those qualifications,Claim
i certainly would not impose any litmus test,Claim
i think its true that we shouldnt apply a strict litmus test and the most important thing in any judge is their capacity to provide fairness and justice to the american people,Claim
it is true that this is going to be i think one of the most consequential decisions of the next president,Claim
it is very likely that one of us will be making at least one and probably more than one appointments and roe versus wade probably hangs in the balance,Premise
i would not provide a litmus test,Claim
i am somebody who believes that roe versus wade was rightly decided,Claim
i think that abortion is a very difficult issue and it is a moral issue and one that i think good people on both sides can disagree on,Claim
what ultimately i believe is that women in consultation with their families their doctors their religious advisers are in the best position to make this decision,Claim
i think that the constitution has a right to privacy in it that shouldnt be subject to state referendum,Claim
any more than our first amendment rights are subject to state referendum,Premise
any more than many of the other rights that we have should be subject to popular vote,Premise
this is going to be an important issue,Claim
i will look for those judges who have an outstanding judicial record,Claim
who have the intellect,Claim
who hopefully have a sense of what realworld folks are going through,Claim
ill just give you one quick example,Premise
senator mccain and i disagreed recently when the supreme court made it more difficult for a woman named lilly ledbetter to press her claim for pay discrimination,Premise
for years she had been getting paid less than a man had been paid for doing the exact same job,Premise
when she brought a suit saying equal pay for equal work the judges said well you know its taken you too long to bring this lawsuit even though she didnt know about it until fairly recently,Premise
we tried to overturn it in the senate,Premise
i supported that effort to provide better guidance to the courts john mccain opposed it,Premise
i think that its important for judges to understand that if a woman is out there trying to raise a family trying to support her family and is being treated unfairly then the court has to stand up if nobody else will,Claim
thats the kind of judge that i want,Claim
we have to change the culture of america,Claim
those of us who are proudly prolife understand that,Premise
it was clearcut votes that senator obama voted i think in direct contradiction to the feelings and views of mainstream america,Claim
thats his record,Claim
its got to be courage and compassion that we show to a young woman whos facing this terribly difficult decision,Claim
senator obama as a member of the illinois state senate voted in the judiciary committee against a law that would provide immediate medical attention to a child born of a failed abortion,Premise
he voted against that,Premise
then on the floor of the state senate as he did 130 times as a state senator he voted present,Premise
then there was another bill before the senate judiciary committee in the state of illinois not that long ago where he voted against a ban on partialbirth abortion one of the lateterm abortion a really  one of the bad procedures a terrible,Premise
then on the floor of the illinois state senate he voted present,Premise
i dont know how you vote present on some of that,Premise
i dont know how you align yourself with the extreme aspect of the pro abortion movement in america,Premise
its not true,Claim
if it sounds incredible that i would vote to withhold lifesaving treatment from an infant,Premise
there was a bill that was put forward before the illinois senate that said you have to provide lifesaving treatment and that would have helped to undermine roe v wade,Premise
there was already a law on the books in illinois that required providing lifesaving treatment,Premise
which is why not only myself but prochoice republicans and democrats voted against it,Premise
the illinois medical society the organization of doctors in illinois voted against it,Premise
their hippocratic oath would have required them to provide care and there was already a law in the books,Premise
with respect to partialbirth abortion i am completely supportive of a ban on lateterm abortions partialbirth or otherwise as long as theres an exception for the mothers health and life,Claim
this did not contain that exception,Premise
i attempted as many have in the past of including that so that it is constitutional,Premise
that was rejected,Premise
i voted present,Premise
im willing to support a ban on lateterm abortions as long as we have that exception,Claim
i think thats where we can find some common ground,Claim
nobodys proabortion,Premise
this is an issue that  look it divides us,Premise
in some ways it may be difficult to  to reconcile the two views,Premise
there surely is some common ground when both those who believe in choice and those who are opposed to abortion can come together and say we should try to prevent unintended pregnancies by providing appropriate education to our youth communicating that sexuality is sacred and that they should not be engaged in cavalier activity and providing options for adoption and helping single mothers if they want to choose to keep the baby,Premise
those are all things that we put in the democratic platform for the first time this year,Premise
we should try to reduce these circumstances,Claim
its always a tragic situation,Premise
just again the example of the eloquence of senator obama,Premise
hes health for the mother,Premise
thats been stretched by the proabortion movement in america to mean almost anything,Claim
thats the extreme proabortion position quote health,Premise
cindy and i are adoptive parents,Premise
we know what a treasure and joy it is to have an adopted child in our lives,Premise
well do everything we can to improve adoption in this country,Claim
that does not mean that we will cease to protect the rights of the unborn,Premise
we have to come together,Claim
we have to work together,Claim
its vital that we do so and help these young women who are facing such a difficult decision,Claim
with a compassion that well help them with the adoptive services with the courage to bring that child into this world and well help take care of it,Premise
this probably has more to do with our economic future than anything,Claim
that means it also has a national security implication,Claim
theres never been a nation on earth that saw its economy decline and continued to maintain its primacy as a military power,Premise
weve got to get our education system right,Claim
i think we need both,Claim
in some cases we are going to have to invest,Claim
early childhood education which closes the achievement gap so that every child is prepared for school every dollar we invest in that we end up getting huge benefits with improved reading scores reduced dropout rates reduced delinquency rates,Premise
i think its going to be critically important for us to recruit a generation of new teachers an army of new teachers especially in math and science give them higher pay give them more professional development and support in exchange for higher standards and accountability,Claim
i think its important for us to make college affordable,Claim
i meet young people all across the country who either have decided not to go to college,Premise
if theyre going to college they are taking on 20000 30000 50000 60000 worth of debt,Premise
its very difficult for them to go into some fields like basic research in science for example thinking to themselves that theyre going to have a mortgage before they even buy a house,Premise
if we do those things then i believe that we can create a better school system,Claim
ive proposed a 4000 tuition credit every student every year in exchange for some form of community service whether its military service whether its peace corps whether its working in a community,Claim
theres one last ingredient that i just want to mention and thats parents,Premise
we cant do it just in the schools,Premise
parents are going to have to show more responsibility,Claim
theyve got to turn off the tv set put away the video games and finally start instilling that thirst for knowledge that our students need,Premise
choice and competition amongst schools is one of the key elements,Claim
thats already been proven in places in like new orleans and new york city and other places where we have charter schools where we take good teachers and we reward them and promote them,Premise
we find bad teachers another line of work,Premise
we have to be able to give parents the same choice frankly that senator obama and mrs obama had and cindy and i had to send our kids to the school  their kids to the school of their choice,Claim
charter schools arent the only answer but theyre providing competition,Premise
they are providing the kind of competitions that have upgraded both schools  types of schools,Premise
throwing money at the problem is not the answer,Claim
you will find that some of the worst school systems in america get the most money per student,Premise
i believe that we need to reward these good teachers,Claim
we need to encourage programs such as teach for america and troops to teachers where people after having served in the military can go right to teaching and not have to take these examinations which  or have the certification that some are required in some states,Premise
we need to make those student loans available,Claim
we need to give them a repayment schedule that they can meet,Claim
we need to have full student loan program for instate tuition,Claim
we certainly need to adjust the certain loan eligibility to inflation,Claim
i do think that it is important for the federal government to step up and help local school districts do some of the things they need to do,Claim
we have a tradition of local control of the schools and thats a tradition that has served us well,Premise
we tried to do this under president bush,Premise
he put forward no child left behind,Premise
they left the money behind for no child left behind,Premise
local school districts end up having more of a burden a bunch of unfunded mandates,Premise
the same kind of thing that happened with special education where we did the right thing by saying every school should provide education to kids with special needs but we never followed through on the promise of funding and that left local school districts very cashstrapped,Premise
what i want to do is focus on early childhood education providing teachers higher salaries in exchange for more support,Claim
i think its important to foster competition inside the public schools,Claim
senator mccain and i actually agree on two things that he just mentioned,Premise
charter schools i doubled the number of charter schools in illinois despite some reservations from teachers unions,Premise
we also agree on the need for making sure that if we have bad teachers that they are swiftly  after given an opportunity to prove themselves,Claim
if they cant hack it then we need to move on,Claim
our kids have to have their best future,Premise
i dont think americas youth are interest groups,Claim
i think theyre our future,Claim
recently his key economic adviser was asked about why he didnt seem to have some specific programs to help young people go to college and the response was well you know we cant give money to every interest group that comes along,Premise
i also have to disagree on senator mccains record when it comes to college accessibility and affordability,Premise
where we disagree is on the idea that we can somehow give out vouchers  give vouchers as a way of securing the problems in our education system,Premise
if were going to do some of the things you mentioned like lowering loan rates or what have you somebody has got to pay for it,Claim
its not going to happen on its own,Premise
we cant say were going to do things and then not explain in concrete terms how were going to pay for it,Claim
this is an example of where we are going to have to prioritize,Premise
spending more money isnt always the answer,Claim
we need to sit down and reauthorize it,Claim
i think the head start program is a great program,Claim
as far as the no child left behind is concerned it was a great first beginning in my view,Claim
they wanted to choose the school that they thought was best for their children,Claim
they wanted to have the same choice that you and i and cindy and your wife have had,Premise
im sure youre aware senator obama of the program in the washington dc school system where vouchers are provided and theres a certain number i think its a thousand and some and some 9000 parents asked to be eligible for that,Premise
im frankly surprised you didnt pay more attention to that example,Premise
it had its flaws,Premise
it had its problems,Premise
the first time we had looked at the issue of education in america from a nationwide perspective,Premise
we need to fix a lot of the problems,Claim
lets reform it,Claim
lets reform it and fund it,Claim
by the third grade many times children who were in the head start program arent any better off than the others,Premise
a lot of people including me said look its not doing what it should do,Premise
that was of course outofbounds by the democrats,Premise
we need to reform these programs,Claim
we need to have transparency,Claim
we need to have rewards,Claim
its a system that cries out for accountability and transparency and the adequate funding,Premise
town hall meeting after town hall meeting parents come with kids children  precious children who have autism,Premise
sarah palin knows about that better than most,Premise
well find and well spend the money research to find the cause of autism,Claim
well care for these young children,Claim
all americans will open their wallets and their hearts to do so,Claim
to have a situation as you mentioned in our earlier comments that the most expensive education in the world is in the united states of america also means that it cries out for reform,Premise
i will support those reforms,Claim
i will fund the ones that are reformed,Claim
im not going to continue to throw money at a problem,Claim
ive got to tell you that vouchers where they are requested and where they are agreed to are a good and workable system,Claim
its been proven,Premise
senator mccains absolutely right the dc school system is in terrible shape,Premise
it has been for a very long time,Premise
she supports vouchers,Claim
who supports vouchers,Claim
weve got a wonderful new superintendent there whos working very hard with the young mayor there,Premise
who initiated  actually supports charters,Claim
i disagree with him on this,Claim
the data doesnt show that it actually solves the problem,Premise
even if senator mccain were to say that vouchers were the way to go,Premise
the centerpiece of senator mccains education policy is to increase the voucher program in dc by 2000 slots,Premise
that leaves all of you who live in the other 50 states without an education reform policy from senator mccain,Premise
weve got to have a president who is going to tackle it headon,Claim
thats what i intend to do as president,Claim
theres not enough vouchers therefore we shouldnt do it even though its working,Premise
i think weve had a very healthy discussion,Claim
america needs a new direction,Claim
these are very difficult times and challenges for america,Premise
they were graphically demonstrated again today,Premise
we cannot be satisfied with what weve been doing for the last eight years,Claim
i have a record of reform,Premise
taking on my party the other party the special interests whether it be an hmo patients bill of rights or trying to clean up the campaign finance system in  in this country or whether it be establishment of a 911 commission i have a long record of it,Premise
ive been a careful steward of your tax dollars,Premise
we have to make health care affordable and available,Claim
we have to make quality education there for all of our citizens not just the privileged few,Claim
we have to stop the spending,Claim
which has mortgaged your childrens futures,Premise
ive spent my entire life in the service of this nation and putting my country first,Premise
thereâ€™s a long line of mccains that have served our country for a long time in war and in peace,Premise
its been the great honor of my life and ive been proud to serve,Premise
ive asked you not only to examine my record but my proposals for the future of this country,Claim
all of these things and all the promises and commitments that senator obama and i made inaudible made to you tonight will base  will be based on whether you can trust us or not to be careful stewards of your tax dollar,Premise
to make sure america is safe and secure and prosperous,Premise
to make sure we reform the institutions of government,Premise
i hope youll give me an opportunity to serve again,Premise
id be honored and humbled,Claim
the policies of the last eight years and  and washingtons unwillingness to tackle the tough problems for decades has left us in the worst economic crisis since the great depression,Premise
we all know america is going through tough times right now,Premise
the biggest risk we could take right now is to adopt the same failed policies and the same failed politics that weve seen over the last eight years and somehow expect a different result,Claim
we need fundamental change in this country,Claim
thats what id like to bring,Claim
over the last 20 months youve invited me into your homes,Premise
youve shared your stories with me,Premise
youve confirmed once again the fundamental decency and generosity of the american people,Premise
im sure that our brighter days are still ahead,Claim
were going to have to invest in the american people again,Claim
in tax cuts for the middle class,Claim
in health care for all americans,Claim
college for every young person who wants to go,Claim
in businesses that can create the new energy economy of the future,Claim
in policies that will lift wages and will grow our middle class,Claim
these are the policies i have fought for my entire career,Premise
these are the policies i want to bring to the white house,Claim
its not going to be easy,Claim
its not going to be quick,Claim
it is going to be requiring all of us  democrats republicans independents  to come together and to renew a spirit of sacrifice and service and responsibility,Claim
im absolutely convinced we can do it,Claim
i promise you that if you give me the extraordinary honor of serving as your president i will work every single day tirelessly on your behalf and on the behalf of the future of our children,Claim
i believe that the question oversimplifies the difficulties of what we must do in central america,Claim
our objectives ought to be to strengthen the democracies,Premise
we need a threepronged attack,Claim
one is military assistance to our friends who are being pressured,Premise
secondly a strong and sophisticated economic aid program and human rights program that offers a better life and a sharper alternative to the alternative offered by the totalitarians who oppose us,Premise
finally a strong diplomatic effort that pursues the possibilities of peace in the area,Premise
they have not pursued the diplomatic opportunities either within el salvador or as between the countries and have lost time during which we might have been able to achieve a peace,Premise
i think the lesson in central america this recent embarrassment in nicaragua where we are giving instructions for hired assassins hiring criminals and the rest  all of this has strengthened our opponents,Claim
a president must not only assure that were tough but we must also be wise and smart in the exercise of that power,Premise
we saw the same thing in lebanon where we spent a good deal of americas assets,Premise
the president must be in command,Premise
we absolutely must,Claim
thats a classic example of a strategy thats embarrassed us,Premise
weve seen in the nicaraguan example a policy that has actually hurt us,Premise
hes supposed to be in charge of the facts,Premise
a president is called the commander in chief,Premise
you must understand the region,Premise
you must understand the politics in the area,Premise
you must provide a strong alternative,Premise
you must show strength,Premise
the leadership of this government did not pursue wise policies,Claim
we have been humiliated,Claim
our opponents are stronger,Claim
in the last few months it has seemed more and more that your policies in central america were beginning to work,Claim
just at this moment we are confronted with the extraordinary story of a cia guerrilla manual for the antisandinista contras whom we are backing,Premise
no,Claim
i know its on many peoples minds,Claim
i have ordered an investigation,Premise
i know that the cia is already going forward with one,Premise
we have a gentleman down in nicaragua who is on contract to the cia advising  supposedly on military tactics  the contras,Premise
well take the proper action at the proper time,Claim
i thought for a moment that instead of a debate i was going to find mr mondale in complete agreement with what were doing,Claim
were not in the habit of assigning guilt before there has been proper evidence produced and proof of that guilt,Premise
whoever is guilty we will treat with that situation then,Claim
i misspoke when i said a cia head in nicaragua,Premise
theres not someone there directing all of this activity,Premise
it was a man down there in that area that this was delivered to and he recognized that what was in that manual was in direct contravention of my own executive order in december of 1981,Premise
this manual  several thousands of which were produced  was distributed ordering political assassinations hiring of criminals and other forms of terrorism,Premise
some of it was excised but the part dealing with political terrorism was continued,Premise
what about the mining of the harbors in nicaragua which violated international law,Premise
this has hurt this country,Claim
i never ever conceived of such a thing,Claim
i never said any such thing,Claim
in a discussion of our strategic arms negotiations i said that submarines carrying missiles and airplanes carrying missiles were more conventionaltype weapons not as destabilizing as the landbased missiles,Premise
if they want to keep their mickey mouse system thats okay with me,Claim
i also recognize that as the two great superpowers in the world we have to live with each other,Claim
i told mr gromyko we dont like their system,Premise
between us we can either destroy the world or we can save it,Claim
i think that perhaps we established a little better understanding,Claim
i think that in dealing with the soviet union one has to be realistic,Claim
i know that mr mondale in the past has made statements as if they were just people like ourselves,Premise
we canceled the b  1 under the previous administration,Premise
the soviet union has been engaged in the biggest military buildup in the history of man at the same time that we tried the policy of unilateral disarmament of weakness if you will,Premise
now we are putting up a defense of our own,Premise
theres been no change in my attitude at all,Claim
were not going to change their system,Claim
we seek no superiority,Claim
we simply are going to provide a deterrent so that it will be too costly for them if they are nursing any ideas of aggression against us,Premise
were not,Claim
one is the middle east,Claim
because of the great supply of energy upon which so many depend there,Premise
our neighbors here in america are vital to us,Claim
were working right now in trying to be of help in southern africa with regard to the independence of namibia and the removal of the cuban surrogates the thousands of them from angola,Premise
there are a number of areas in the world that are of importance to us,Claim
i can say there are a great many interests,Claim
i believe that we have a great interest in the pacific basin,Claim
that is where i think the future of the world lies,Claim
we must as past presidents before this one have done meet on the common ground of survival,Claim
thats where the president has opposed practically every arms control agreement by every president of both political parties since the bomb went off,Premise
the only type of agreements to reach with the soviet union are the types that are specifically defined,Claim
so we know exactly what they must do,Premise
we know every day whether theyre living up to it,Premise
followups wherever we find suggestions that theyre violating it,Premise
the strongest possible terms,Premise
i have no illusions about the soviet union leadership or the nature of that state,Premise
they are a tough and a ruthless adversary,Claim
we must be prepared to meet that challenge,Claim
he now completes this term with no progress toward arms control at all but with a very dangerous arms race underway instead,Claim
there are now over 2000 more warheads pointed at us today than there were when he was sworn in,Premise
we must be very very realistic in the nature of that leadership,Premise
we must grind away and talk to find ways of reducing these differences particularly where arms races are concerned and other dangerous exercises of soviet power,Premise
there will be no unilateral disarmament under my administration,Claim
i will keep this nation strong,Claim
i understand exactly what the soviets are up to,Claim
thats where the presidents failure to master in my opinion the essential elements of arms control has cost us dearly,Claim
i will issue the statement quoting president reagan  he said exactly what i said he said,Premise
i think the essential strategy of the united states ought not accept any soviet control over eastern europe,Claim
we ought to deal with each of these countries separately,Claim
we ought to pursue strategies with each of them economic and the rest that help them pull away from their dependence upon the soviet union,Claim
i believe we ought to insist that western credits extended to the soviet union bear the market rate,Claim
thats an image of strength,Premise
he was against the f  14 fighter,Premise
he was against the m  1 tank,Premise
he was against the b  1 bomber,Premise
he wanted to cut the salary of all of the military,Premise
he wanted to bring home half of the american forces in europe,Premise
he has a record of weakness with regard to our national defense that is second to none,Claim
he was on that side virtually throughout all his years in the senate,Premise
he opposed even president carter when toward the end of his term president carter wanted to increase the defense budget,Premise
i have proposed a budget which would increase our nations strength in real terms by double that of the soviet union,Claim
the plane wasnt flying the way it was supposed to be,Premise
it is true over 10 years ago i voted to delay production of the f  14,Claim
it was a waste of money,Premise
your definition of national strength is to throw money at the defense department,Claim
my definition of national strength is to make certain that a dollar spent buys us a dollars worth of defense,Claim
i will keep us strong,Claim
youll not do that unless you command that budget and make certain we get the strength that we need,Claim
you pay 500 for a 5 hammer youre not buying strength,Premise
american interests should be sharply defined publicly supported congressionally sanctioned militarily feasible internationally defensible open to independent scrutiny and alert to regional history,Claim
no,Claim
i believe every one of those standards is essential to the exercise of power by this country,Claim
in lebanon this president exercised american power all right but the management of it was such that our marines were killed,Premise
we had to leave in humiliation,Premise
the soviet union became stronger,Premise
terrorists became emboldened,Premise
our enemies are strengthened from all of this,Claim
we need to be strong,Claim
we need to be prepared to use that strength,Claim
we must understand that we are a democracy,Claim
we are a government by the people,Premise
it is only in that way that we can persevere,Claim
the nicaraguans must know that it is the policy of our government that that leadership must stay behind the boundaries of their nation not interfere in other nations,Claim
what im referring to there is the mutual selfdefense provisions that exist in the interamerican treaty the socalled rio pact that permits the nations our friends in that region to combine to take steps  diplomatic and otherwise  to prevent nicaragua when she acts irresponsibly in asserting power in other parts outside of her border to take those steps whatever they might be to stop it,Premise
i dont agree to all of those things,Claim
when we and our allies  the italians the french and the united kingdom  went into lebanon we went in there at the request of what was left of the lebanese government to be a stabilizing force while they tried to establish a government,Premise
the first time we went in we went in at their request because the war was going on right in beirut between israel and the plo terrorists,Premise
those terrorists had been violating their northern border consistently and israel chased them all the way to there,Premise
then we went in with the multinational force to help remove and did remove more than 13000 of those terrorists from lebanon,Premise
then the government of lebanon asked us back in as a stabilizing force while they established a government and sought to get the foreign forces all the way out of lebanon and that they could then take care of their own borders,Premise
we were there for the better part of a year,Premise
i will never send troops anywhere on a mission of that kind without telling them that if somebody shoots at them they can darn well shoot back,Claim
we never initiated any kind of action,Claim
we defended ourselves there,Claim
we were succeeding to the point that the lebanese government had been organized,Premise
there were the meetings in geneva in which they began to meet with the hostile factional forces and try to put together some kind of a peace plan,Premise
that was why the terrorist acts began,Claim
there are forces there  and that includes syria in my mind  who dont want us to succeed,Claim
the terrorist acts began and led to the one great tragedy when they were killed in that suicide bombing of the building,Premise
we withdrew because we were no longer able to carry out the mission for which we had been sent in,Claim
we went in in the interest of peace and to keep israel and syria from getting into the sixth war between them,Claim
no,Claim
i think theres a great difference between the government of iran threatening our diplomatic personnel and there is a government that you can see and can put your hand on,Claim
in the terrorist situation there are terrorist factions all over,Premise
its going to take all the nations together,Claim
just as when we banded together we pretty much resolved the whole problem of skyjackings sometime ago,Premise
in a recent 30day period 37 terrorist acts in 20 countries have been committed,Premise
the most recent has been the one in brighton,Premise
i have just signed legislation to add to our ability to deal along with our allies with this terrorist problem,Premise
the united states left in humiliation,Claim
our enemies are stronger,Claim
the joint chiefs urged the president not to put our troops in that barracks,Claim
the report following the explosion of the barracks disclosed that we had not taken any of the steps that we should have taken,Premise
we were warned 5 days before that explosives were on their way and they werent taken,Premise
the embassy was blown up a few weeks ag,Premise
the terrorists have won each time,Premise
the president told the terrorists he was going to retaliate,Premise
he didnt,Premise
they called their bluff,Premise
the president of the united states did not order the marines into that barracks,Claim
they went to him 5 days before they were killed and said please take them out of there,Premise
he did not do so,Claim
that was a command decision made by the commanders on the spot and based with what they thought was best for the men there,Premise
retaliation will be taken,Claim
were not going to simply kill some people to say oh look we got even,Claim
we want to know when we retaliate that were retaliating with those who are responsible for the terrorist acts,Premise
terrorist acts are such that our own united states capitol in washington has been bombed twice,Premise
not at all,Claim
i will not make age an issue of this campaign,Claim
i am not going to exploit for political purposes my opponents youth and inexperience,Claim
no,Claim
i have not made it an issue nor should it be,Claim
whats at issue here is the presidents application of his authority to understand what a president must know to lead this nation,Claim
this is the first administration since the bomb went off that made no progress,Claim
we have an arms race underway instead,Premise
we just heard the presidents answer for the problems at the barracks in lebanon where 241 marines were killed,Premise
the joint chiefs of staff went to the president said dont put those troops there,Premise
then 5 days before the troops were killed they went back to the president through the secretary of defense and said please mr president take those troops out of there because we cant defend them,Premise
after that once again our embassy was exploded,Premise
this is the fourth time this has happened  an identical attack in the same region despite warnings  even public warnings  from the terrorists,Premise
for 312 years this administration avoided arms control,Premise
resisted tabling arms control proposals that had any hope of agreeing,Premise
rebuked their negotiator in 1981 when he came close to an agreement at least in principle on mediumrange weapons,Premise
and we have this arms race underway,Premise
and a recent book that just came out by perhaps the nations most respected author in this field strobe talbott called deadly gambits concludes that this president has failed to master the essential details needed to command and lead us both in terms of security and terms of arms control,Premise
you must be tough and smart,Claim
it takes more than that,Claim
che guevara was a contemptible figure in civilizations history,Claim
i know the cuban state as a police state,Premise
you have not repudiated some of the semidiplomatic activity of the reverend jackson,Claim
jesse jackson is an independent person,Premise
i dont control him,Premise
i am in charge,Claim
we havent avoided arms control talks with the soviet union,Claim
very early in my administration i proposed  and i think something that had never been proposed by any previous administration  i proposed a total elimination of intermediaterange missiles where the soviets had better than a 10  and still have  better than a 10to1 advantage over the allies in europe,Premise
when they protested that and suggested a smaller number perhaps i went along with that,Premise
the socalled negotiation that you said i walked out on was the socalled walk in the woods between one of our representatives and one of the soviet union,Premise
there are two distinguished authors on arms control in this country,Claim
one is strobe talbott in his classic book deadly gambits,Premise
the other is john neuhaus whos one of the most distinguished arms control specialists in our country,Premise
when mr nitze a good negotiator returned he was rebuked and his boss was fired,Premise
this is the kind of leadership that weve had in this administration on the most deadly issue of our times,Claim
all theyve got to show for 4 years in ussoviet relations is one meeting in the last weeks of an administration and nothing before,Premise
this one has not,Claim
our number one foreign policy problem today is one that remains almost totally unrecognized massive illegal immigration from economically collapsing countries,Claim
